"uuid";"unique_person_id";"role";"sex"
"35e5cf97-90ed-c705-30e2-3d4cbebaf4f2";9;"[2, 3]";"v"
"23326bea-9101-833e-c817-34a4cf144df7";9;"[4]";"v"
"63d4d305-2dae-081a-7e98-f25a46996ebb";9;"[4]";"v"
"81bd216c-e950-cd05-5af0-c7ac95ee9d0f";9;"[4]";"v"
"243b9a37-43fc-4754-e508-26643a8116f6";9;"[4]";"v"
"797b5237-73af-444a-af7c-a7a6ef4c9d66";9;"[4]";"v"
"b9279b1e-29c8-58eb-165e-0ef4ac8dc7ca";9;"[4]";"v"
"111c8e8c-6dd0-dcb1-5942-c6ad658229e5";9;"[4]";"v"
"59c61240-092a-df31-ba15-e707c3f4412c";9;"[5]";"v"
"aa2ee532-42af-88c5-bdb6-826a9bc3cf2b";9;"[5]";"v"
"917fe526-f3bc-4b49-2488-8e3ead0b3108";9;"[6]";"v"
"24fc299c-5715-79c8-bce8-7702125f5156";9;"[6]";"v"
"a5a3e60e-5865-6d0d-e917-b1d9e2f6375b";9;"[6]";"v"
"49892048-9be2-fed8-7776-446a472eb14e";9;"[6]";"v"
"766aa7a2-cc63-eb66-870e-0516671e307a";9;"[6]";"v"
