parents_id;partners_id;groom;father;bride;mother;distance;length partners;length parents;years_between
73310;90645;543870;439861;543873;439862;0;36;36;28
48951;55213;331278;293707;331281;293708;2;34;36;29
27442;91269;547614;164653;547617;164654;0;36;36;26
69724;17572;105432;418345;105435;418346;0;28;28;24
92928;64110;384660;557569;384663;557570;0;25;25;25
7327;73035;438210;43963;438213;43964;0;35;35;28
7327;81096;486576;43966;486579;43967;0;33;33;26
94558;78058;468348;567352;468351;567353;0;21;21;27
36968;70495;422970;221809;422973;221810;2;32;31;26
36968;20595;123570;221812;123573;221813;2;38;38;16
95142;19162;114972;570853;114975;570854;2;34;34;29
95142;76718;460308;570856;460311;570857;0;33;33;24
25765;1305;7830;154594;7833;154595;0;37;37;27
25765;92634;555804;154591;555807;154592;0;29;29;27
48698;9381;56286;292192;56289;292193;3;29;30;27
11768;25625;153750;70612;153753;70613;3;39;39;26
59532;68829;412974;357196;412977;357197;0;33;33;27
42677;32774;196644;256066;196647;256067;2;47;48;26
25823;63249;379494;154939;379497;154940;0;30;30;26
68774;64891;389346;412645;389349;412646;1;27;27;27
93399;39982;239892;560398;239895;560399;0;35;35;26
20366;48437;290622;122200;290625;122201;0;33;33;28
6413;94588;567528;38482;567531;38483;0;39;39;27
9698;97652;585912;58189;585915;58190;0;36;36;29
7928;33530;201180;47572;201183;47573;1;36;36;28
76457;47561;285366;458746;285369;458747;1;29;30;22
21233;57169;343014;127402;343017;127403;3;35;36;27
26054;44350;266100;156328;266103;156329;0;53;53;28
50532;97412;584472;303196;584475;303197;0;30;30;27
76781;96126;576756;460690;576759;460691;3;46;45;24
90433;93961;563766;542599;563769;542600;0;32;32;25
49100;4950;29700;294601;29703;294602;0;31;31;25
68473;14327;85962;410842;85965;410843;0;40;40;25
31372;56115;336690;188233;336693;188234;0;37;37;28
57383;74734;448404;344299;448407;344300;0;52;52;28
14970;81327;487962;89821;487965;89822;0;34;34;28
41110;65033;390198;246664;390201;246665;0;34;34;28
41110;62996;377976;246661;377979;246662;0;31;31;27
76377;78674;472044;458266;472047;458267;0;27;27;28
13541;83480;500880;81250;500883;81251;0;45;45;27
83203;39808;238848;499222;238851;499223;2;34;33;27
87552;32736;196416;525313;196419;525314;1;41;42;27
88664;71706;430236;531988;430239;531989;1;34;35;25
47226;100628;603768;283360;603771;283361;1;45;45;25
70539;10181;61086;423235;61089;423236;1;34;34;27
73263;100356;602136;439582;602139;439583;0;27;27;24
5958;90176;541056;35752;541059;35753;0;40;40;22
15671;85309;511854;94027;511857;94028;1;50;51;26
54665;44350;266100;327991;266103;327992;0;53;53;28
57068;90735;544410;342412;544413;342413;2;35;34;19
65432;26233;157398;392596;157401;392597;3;37;35;28
30209;33150;198900;181255;198903;181256;0;29;29;26
36530;69705;418230;219184;418233;219185;3;32;32;29
8742;92515;555090;52453;555093;52454;3;36;37;26
20788;29584;177504;124729;177507;124730;0;28;28;23
92811;6035;36210;556870;36213;556871;1;34;35;26
35447;29971;179826;212683;179829;212684;3;28;29;23
100772;76304;457824;604633;457827;604634;2;41;43;22
78498;16189;97134;470992;97137;470993;0;31;31;23
21077;34327;205962;126463;205965;126464;0;29;29;24
28160;35899;215394;168961;215397;168962;2;27;29;28
