id_certificate_parents,id_certificate_partners,family_line,levenshtein_total_bride,levenshtein_max_bride,levenshtein_total_groom,levenshtein_max_groom,matched_names_bride,number_names_mother,number_names_bride,matched_names_groom,number_names_father,number_names_groom,year_diff
35715,98048,21,0,0,0,0,2,2,2,1,1,1,22
35715,37258,22,0,0,0,0,1,1,1,1,1,1,27
35717,69194,21,0,0,0,0,1,1,1,2,2,2,61
35717,76274,22,0,0,0,0,1,1,1,1,1,1,39
3572,6147,21,0,0,0,0,1,1,1,1,1,1,23
35720,97063,21,0,0,1,1,1,1,1,1,1,1,42
35720,76631,22,0,0,0,0,1,1,1,1,1,1,32
35721,59111,21,0,0,0,0,1,1,1,1,1,1,42
35722,68867,22,0,0,0,0,1,1,1,2,2,2,23
35723,35575,21,0,0,0,0,1,1,1,2,2,2,39
35723,71175,22,0,0,0,0,3,3,3,1,1,1,24
35727,72578,21,1,0,0,0,1,1,1,1,1,1,41
35727,1708,22,2,0,0,0,2,2,2,1,1,1,28
35729,54480,22,2,2,0,0,1,1,1,2,2,2,36
3573,15897,21,0,0,1,0,1,1,1,1,1,1,45
35730,52577,22,0,0,0,0,1,1,1,1,1,1,26
35732,15155,21,0,0,0,0,1,1,1,1,1,1,37
35732,72123,22,0,0,0,0,2,2,2,2,2,2,35
35733,66023,21,0,0,0,0,1,1,1,1,1,1,38
35734,75639,22,0,0,2,2,1,1,1,1,1,1,35
35735,43373,21,0,0,0,0,1,1,1,1,1,1,38
35736,79931,21,0,0,0,0,1,1,1,1,1,1,25
35736,90735,22,0,0,0,0,1,1,1,1,1,1,31
35737,97463,21,0,0,0,0,1,1,1,1,1,1,30
35738,58579,21,2,0,0,0,1,1,1,1,1,1,28
35739,78900,22,1,0,0,0,1,1,1,1,1,1,29
3574,47581,21,0,0,0,0,2,2,2,1,1,1,32
3574,43504,22,0,0,0,0,1,1,1,1,1,1,32
35740,29574,21,0,0,0,0,1,1,1,1,1,1,27
35741,52388,22,0,0,0,0,2,2,2,1,1,1,47
35742,77730,21,0,0,0,0,2,2,2,1,1,1,40
35742,28578,22,0,0,0,0,1,1,1,1,1,1,33
35743,63316,21,0,0,0,0,1,1,1,2,2,2,21
35743,57065,22,0,0,0,0,1,1,1,1,1,1,39
35744,63753,22,0,0,1,0,1,1,1,1,1,1,32
35745,86391,21,0,0,0,0,2,2,2,2,2,2,43
35748,8310,21,0,0,0,0,1,1,1,1,1,1,29
35748,63156,22,1,0,0,0,1,1,1,1,1,1,39
35749,70392,21,0,0,0,0,1,1,1,1,1,1,30
35749,97313,22,0,0,0,0,2,2,2,2,2,2,33
3575,19568,21,0,0,0,0,1,1,1,1,1,1,24
35750,1976,21,0,0,0,0,2,2,2,1,1,1,20
35751,56448,21,0,0,0,0,1,1,1,1,1,1,46
35751,17184,22,0,0,0,0,1,1,1,2,2,2,40
35753,30763,21,0,0,0,0,1,1,1,2,2,2,38
35753,12413,22,0,0,0,0,2,2,2,1,1,1,62
35754,55577,21,2,2,0,0,2,2,2,1,1,1,30
35755,82346,21,0,0,0,0,3,3,3,1,1,1,31
35755,38414,22,1,0,0,0,1,1,1,1,1,1,37
35756,87840,21,0,0,0,0,1,1,1,2,2,2,20
35757,82458,21,0,0,0,0,1,1,1,1,1,1,23
35757,51961,22,0,0,0,0,1,1,1,1,1,1,29
35758,98268,21,0,0,0,0,1,1,1,1,1,1,29
35758,11654,22,0,0,0,0,1,1,1,2,2,2,32
3576,85831,22,1,0,0,0,2,2,2,1,1,1,27
35760,81353,21,0,0,0,0,3,3,3,2,2,2,36
35761,83303,21,0,0,0,0,2,2,2,1,1,1,30
35762,84446,21,0,0,0,0,1,1,1,1,1,1,34
35762,58035,22,0,0,0,0,1,1,1,1,1,1,31
35763,70739,21,2,0,2,2,1,1,1,2,2,2,42
35763,19006,22,0,0,0,0,1,1,1,1,1,1,37
35764,92010,21,0,0,0,0,1,1,1,1,1,1,22
35764,16835,22,0,0,0,0,1,1,1,2,2,2,32
35766,34895,21,0,0,2,2,1,1,1,1,1,1,28
35766,42670,22,0,0,0,0,1,1,1,1,1,1,24
35768,58788,22,0,0,0,0,1,1,1,2,2,2,28
35769,10406,21,0,0,0,0,1,1,1,1,1,1,23
35769,98987,22,0,0,0,0,1,1,1,1,1,1,22
3577,77323,22,0,0,0,0,1,1,1,1,1,1,27
35771,47781,21,0,0,0,0,1,1,1,2,2,2,22
35771,48598,22,0,0,0,0,1,1,1,1,1,1,28
35772,43981,21,0,0,0,0,1,1,1,1,1,1,32
35772,36372,22,0,0,0,0,1,1,1,1,1,1,39
35774,79408,21,0,0,0,0,2,2,2,1,1,1,31
35774,36256,22,0,0,0,0,1,1,1,3,3,3,31
35777,8731,22,0,0,0,0,2,2,2,1,1,1,29
35778,11874,21,1,0,1,0,1,1,1,1,1,1,30
35778,67430,22,0,0,1,1,1,1,1,1,1,1,60
35779,15564,21,0,0,0,0,2,2,2,1,1,1,31
35779,5868,22,0,0,0,0,2,2,2,2,2,2,34
3578,87052,21,1,0,0,0,1,1,2,1,1,1,24
3578,31906,22,0,0,0,0,1,1,1,1,1,1,39
35781,44992,21,0,0,1,1,1,1,1,2,2,2,39
35782,32188,21,0,0,0,0,1,1,1,1,1,1,28
35782,45800,22,0,0,0,0,2,2,2,1,1,1,29
35785,26739,21,0,0,0,0,1,1,1,1,1,1,34
35785,85688,22,0,0,0,0,2,2,2,1,1,1,43
35786,12964,21,0,0,0,0,2,2,2,1,1,1,29
35786,17144,22,0,0,0,0,1,1,1,1,1,1,41
35788,55328,21,1,0,0,0,1,1,1,2,2,2,33
35788,99254,22,0,0,0,0,1,1,1,1,1,1,41
3579,24305,21,0,0,0,0,1,1,1,1,1,1,27
35790,100081,21,0,0,0,0,1,1,1,1,1,1,42
35790,84071,22,0,0,0,0,1,1,1,2,2,2,26
35792,78594,21,0,0,0,0,2,2,2,1,1,1,27
35792,49043,22,0,0,0,0,2,2,2,2,2,2,31
35793,22233,21,1,0,0,0,1,1,1,1,1,1,36
35793,47227,22,0,0,0,0,1,1,1,1,1,1,38
35794,84399,21,0,0,0,0,3,3,3,1,1,1,39
35794,96125,22,0,0,0,0,1,1,1,2,2,2,26
35796,87840,21,0,0,0,0,1,1,1,2,2,2,35
35797,34732,22,0,0,0,0,1,1,1,1,1,1,26
35798,81356,21,0,0,0,0,1,1,1,1,1,1,24
35798,29604,22,0,0,0,0,1,1,1,1,1,1,40
35799,56087,22,0,0,0,0,2,2,2,1,1,1,60
358,84727,21,0,0,0,0,1,1,1,2,2,2,46
3580,55600,21,0,0,0,0,1,1,1,2,2,2,27
3580,61763,22,0,0,0,0,1,1,1,1,1,1,27
35800,18037,21,0,0,2,2,2,3,3,2,2,2,26
35801,92726,21,0,0,2,0,1,1,1,1,1,1,30
35801,90340,22,0,0,0,0,1,1,1,1,1,1,25
35804,75291,21,0,0,0,0,1,1,1,1,1,1,37
35807,35733,21,0,0,0,0,1,1,1,1,1,2,22
35808,50490,21,0,0,0,0,2,2,2,1,1,1,26
35808,60253,22,1,1,0,0,2,2,2,1,1,1,42
35809,98646,22,1,1,0,0,1,1,1,1,1,1,29
3581,54879,21,0,0,0,0,1,1,1,1,1,1,35
3581,16234,22,0,0,0,0,1,1,1,1,1,1,33
35811,70095,21,0,0,2,2,1,1,1,2,2,2,26
35811,49481,22,0,0,0,0,1,1,1,2,2,2,28
35812,37657,21,0,0,0,0,1,1,1,1,1,1,37
35812,78337,22,0,0,2,2,1,1,1,2,2,2,32
35815,64680,21,0,0,0,0,1,1,1,1,1,1,39
35815,86021,22,1,1,0,0,1,1,1,2,2,2,26
35818,91556,21,0,0,0,0,2,2,2,1,1,1,41
35818,51662,22,0,0,0,0,1,1,1,1,1,1,38
35819,97015,22,1,0,0,0,2,2,2,1,1,1,36
35824,68459,22,0,0,0,0,1,1,1,2,2,2,29
35826,21189,22,0,0,0,0,4,4,4,2,2,2,42
35827,70549,21,0,0,0,0,1,1,1,1,1,1,48
35827,67185,22,1,0,0,0,1,1,1,1,1,1,46
3583,25117,21,2,2,0,0,1,1,1,1,1,1,41
3583,50037,22,0,0,2,1,1,1,1,1,1,1,31
35830,13415,21,0,0,0,0,1,1,1,1,1,1,29
35830,32381,22,0,0,0,0,2,2,2,2,2,2,27
35831,92215,22,0,0,0,0,2,2,2,1,1,1,22
35833,9545,21,2,0,0,0,1,1,1,1,1,1,35
35834,16401,21,0,0,0,0,1,1,1,1,1,1,32
35834,1374,22,0,0,0,0,1,1,1,1,1,1,34
35836,68365,21,0,0,0,0,1,1,1,1,1,1,37
35836,5490,22,0,0,0,0,1,1,1,1,1,1,32
35837,97030,21,0,0,0,0,3,3,3,1,1,1,44
35837,10187,22,0,0,0,0,1,1,1,1,1,1,40
35838,45947,22,0,0,0,0,1,1,1,1,1,1,24
35839,40011,21,0,0,2,2,1,1,1,1,1,1,26
35839,95110,22,0,0,0,0,2,2,2,1,1,1,26
3584,33085,21,0,0,0,0,1,1,1,1,1,1,24
35840,5399,21,0,0,0,0,1,1,1,1,1,1,23
35840,64049,22,0,0,0,0,1,1,1,1,1,1,15
35847,91446,21,0,0,0,0,1,1,1,1,1,1,49
35847,19460,22,0,0,0,0,1,1,1,2,2,2,49
3585,57619,22,0,0,0,0,1,1,1,3,3,3,30
35850,11293,21,0,0,0,0,1,1,1,1,1,1,40
35851,86833,21,0,0,0,0,1,1,1,2,2,2,38
35851,79256,22,0,0,0,0,2,2,2,1,1,1,26
35854,52893,22,0,0,0,0,1,1,1,1,1,1,31
35856,82509,21,0,0,0,0,2,2,2,1,1,1,34
35856,86549,22,0,0,0,0,1,1,1,2,2,2,46
35857,11035,21,0,0,0,0,1,1,1,1,1,1,43
35857,87264,22,0,0,0,0,1,1,1,1,1,1,24
35859,37761,21,0,0,0,0,1,1,1,1,1,1,44
35859,75795,22,0,0,0,0,1,1,1,1,1,1,26
3586,60588,21,0,0,0,0,2,2,2,1,1,1,29
3586,1171,22,0,0,0,0,1,1,1,1,1,1,33
35860,66353,21,0,0,0,0,1,1,1,2,2,2,20
35861,53709,21,1,0,1,0,1,1,4,1,1,1,24
35861,24369,22,0,0,1,1,1,1,1,1,1,1,29
35862,58790,21,0,0,1,1,1,1,1,1,1,1,22
35862,41927,22,1,1,1,0,1,1,1,1,1,1,41
35863,12166,21,0,0,0,0,1,1,1,1,1,1,24
35863,79020,22,0,0,0,0,1,1,1,1,1,1,29
35864,20358,21,0,0,0,0,1,1,1,2,2,2,31
35865,44449,21,0,0,0,0,1,1,1,1,1,1,25
35865,5423,22,0,0,0,0,1,1,1,1,1,1,28
35867,41459,21,0,0,1,0,1,1,1,1,1,1,30
35867,35321,22,0,0,0,0,1,1,1,2,2,2,28
35868,6860,21,1,0,0,0,1,1,1,1,1,1,27
35868,72500,22,0,0,0,0,2,2,2,2,2,2,33
35869,24418,22,0,0,0,0,1,1,1,1,1,1,49
3587,11477,21,0,0,0,0,1,1,1,1,1,1,23
3587,36362,22,0,0,1,0,1,1,1,1,2,1,39
35870,57789,21,0,0,0,0,1,1,1,1,1,1,30
35870,9491,22,1,1,0,0,1,1,1,1,1,1,32
35872,3899,21,0,0,0,0,1,1,1,1,1,1,35
35872,18029,22,0,0,0,0,1,1,1,1,1,1,28
35874,85173,21,0,0,0,0,1,1,1,1,1,1,33
35876,16009,21,0,0,1,0,1,1,1,1,1,1,27
35877,92236,21,0,0,0,0,1,1,1,1,1,1,43
35877,65343,22,0,0,0,0,1,1,1,1,1,1,32
35878,61340,21,0,0,0,0,1,1,1,1,1,1,33
35878,100763,22,1,1,0,0,1,1,1,1,1,1,40
35879,65473,21,0,0,0,0,2,2,2,2,2,2,39
35879,39543,22,0,0,0,0,1,1,1,1,2,1,25
35881,48647,21,1,0,0,0,1,1,2,1,1,1,31
35883,68043,21,0,0,0,0,2,2,2,1,1,1,29
35883,43821,22,0,0,0,0,1,1,1,1,1,1,46
35884,65450,21,0,0,0,0,1,1,1,1,1,1,29
35884,90100,22,1,0,0,0,1,1,2,1,1,1,25
35885,15740,21,0,0,0,0,1,1,1,2,2,2,29
35885,72385,22,0,0,0,0,3,3,3,1,1,1,27
35886,29263,21,0,0,0,0,2,2,2,2,2,2,38
35886,50898,22,2,0,0,0,1,1,1,1,1,1,30
35887,7174,21,0,0,0,0,2,2,2,1,1,1,43
35889,83697,21,0,0,0,0,1,1,1,2,2,2,36
3589,16868,21,0,0,0,0,2,2,2,1,1,1,55
35890,48568,21,0,0,0,0,1,1,1,1,1,1,25
35890,20406,22,0,0,0,0,1,1,1,1,1,1,40
35891,92459,21,0,0,0,0,2,2,2,2,2,2,30
35891,10357,22,0,0,0,0,1,1,1,1,1,1,21
35892,39923,21,0,0,0,0,3,3,3,1,1,1,27
35893,78822,21,0,0,0,0,1,1,1,1,1,1,32
35895,31625,21,0,0,0,0,1,1,1,1,1,1,24
35895,13391,22,0,0,0,0,1,1,1,3,3,3,32
35896,92508,21,0,0,0,0,2,2,2,2,2,2,33
35897,57488,21,0,0,0,0,2,2,2,2,2,2,42
35898,65197,21,1,1,0,0,2,2,2,1,1,1,32
35898,99652,22,1,0,0,0,2,2,3,2,2,2,34
359,47733,21,0,0,0,0,2,2,2,3,3,3,38
3590,381,21,1,0,1,1,1,1,1,1,1,1,36
3590,41950,22,0,0,0,0,1,1,1,1,1,1,42
35901,86231,21,0,0,0,0,2,2,2,3,3,3,31
35902,60476,21,0,0,0,0,1,1,1,1,1,1,33
35902,64886,22,0,0,0,0,2,2,2,1,1,1,33
35904,86390,22,0,0,1,0,2,2,2,1,1,1,73
35905,24368,21,0,0,0,0,1,1,1,2,2,2,26
35907,52459,21,0,0,0,0,1,1,1,1,1,1,37
35909,63842,22,0,0,0,0,1,1,1,2,2,2,31
3591,46614,21,0,0,0,0,3,3,3,3,3,3,27
35914,39231,22,0,0,0,0,1,1,1,1,1,1,37
35915,98916,21,0,0,1,1,1,1,1,2,2,2,35
35916,2760,21,0,0,0,0,1,1,1,1,1,1,29
35916,38739,22,0,0,0,0,2,2,2,2,2,2,29
35918,32712,21,0,0,0,0,1,1,1,1,1,1,32
35918,51995,22,0,0,0,0,1,1,1,1,1,1,40
35919,35788,22,0,0,0,0,1,1,1,1,1,1,33
3592,30953,22,0,0,0,0,3,3,3,1,1,1,34
35921,78394,21,0,0,0,0,1,1,1,1,1,1,53
35922,70018,22,0,0,0,0,1,1,1,1,1,1,36
35923,64029,21,0,0,1,0,1,1,1,2,2,2,43
35925,88229,21,0,0,0,0,1,1,1,1,1,1,41
35926,94096,22,0,0,0,0,1,1,2,1,1,1,24
35928,45646,21,0,0,0,0,1,1,1,1,1,1,36
35928,21201,22,0,0,0,0,1,1,1,1,1,1,28
3593,69349,21,0,0,0,0,1,1,1,1,1,1,39
35931,30701,21,1,1,0,0,1,1,1,1,1,1,30
35931,67432,22,0,0,0,0,1,1,1,1,1,1,33
35933,100399,22,0,0,0,0,1,1,2,2,2,2,48
35934,98125,22,1,1,2,0,1,1,1,1,1,1,59
35936,80258,21,0,0,0,0,1,1,1,1,1,1,27
35937,98280,21,0,0,0,0,1,1,1,1,1,1,42
35937,66722,22,0,0,0,0,1,1,1,2,2,2,30
35938,18802,21,0,0,0,0,2,2,2,1,1,1,42
35939,41235,21,0,0,0,0,1,1,3,1,1,1,28
35939,84330,22,0,0,0,0,1,1,1,1,1,1,30
3594,44199,21,0,0,0,0,1,1,1,1,1,1,33
3594,31211,22,0,0,0,0,1,1,1,2,2,2,33
35940,89796,21,0,0,0,0,1,1,1,2,2,2,43
35940,74186,22,0,0,0,0,1,1,1,3,3,3,24
35943,85143,21,0,0,0,0,1,1,1,1,1,1,31
35943,50627,22,0,0,1,1,1,1,1,1,1,1,26
35944,47135,22,0,0,0,0,1,1,1,1,1,1,41
35946,5323,21,1,1,0,0,2,2,2,1,1,1,29
35946,8707,22,0,0,0,0,1,1,1,1,1,1,30
35947,65257,22,0,0,1,0,1,1,1,1,1,1,26
35949,89002,21,0,0,0,0,1,1,1,1,1,1,28
35949,87532,22,0,0,0,0,1,1,1,1,1,1,41
3595,61340,22,0,0,0,0,1,1,1,1,1,1,31
35950,46433,21,1,0,1,1,1,1,1,1,1,1,52
35950,20634,22,2,2,0,0,2,2,2,1,1,1,48
35951,38945,21,0,0,1,0,1,1,1,1,1,1,23
35951,64422,22,1,0,0,0,1,1,1,1,1,1,28
35954,8913,22,0,0,0,0,2,2,2,1,1,1,36
35958,41568,21,0,0,0,0,1,1,1,2,2,2,40
35958,71871,22,0,0,0,0,1,1,1,2,2,2,36
35959,39788,21,2,0,0,0,1,1,1,1,1,1,37
35959,48441,22,0,0,0,0,1,1,1,1,1,1,47
3596,14423,21,0,0,0,0,2,2,2,2,2,2,35
35961,85786,21,0,0,0,0,1,1,1,1,1,1,61
35961,88677,22,0,0,0,0,1,1,1,1,1,1,62
35962,71827,21,0,0,1,1,1,1,1,1,1,1,27
35962,60604,22,0,0,0,0,2,2,2,2,2,2,29
35965,95988,21,0,0,0,0,1,1,1,1,1,1,37
35966,22155,21,0,0,0,0,1,1,1,1,1,1,26
35966,93154,22,0,0,1,1,1,1,1,1,1,1,43
35968,84612,21,0,0,0,0,1,1,1,2,2,2,28
35969,67007,21,0,0,0,0,1,1,1,1,1,1,24
35969,31290,22,2,0,0,0,1,1,1,2,2,2,34
3597,63114,22,0,0,0,0,1,1,1,1,1,1,30
35970,19592,21,0,0,0,0,1,1,1,1,1,1,50
35970,19139,22,0,0,0,0,1,1,1,1,1,1,43
35972,67765,21,0,0,0,0,1,1,1,1,1,1,31
35974,59344,21,0,0,0,0,2,2,2,2,2,2,36
35975,82353,21,0,0,0,0,1,1,1,1,1,1,37
35975,14589,22,0,0,0,0,1,1,1,1,1,1,38
35977,71760,22,0,0,0,0,1,1,1,1,1,1,26
35981,99247,21,0,0,0,0,1,1,1,2,2,2,29
35981,86101,22,0,0,0,0,2,2,2,2,2,2,41
35982,17517,21,0,0,0,0,2,2,2,1,1,1,39
35982,36720,22,0,0,0,0,1,1,1,1,1,1,32
35983,98052,21,0,0,1,0,1,1,1,1,1,1,20
35984,16900,21,0,0,0,0,1,1,1,2,2,2,40
35984,40525,22,0,0,0,0,1,1,1,1,1,1,52
35985,30640,22,1,1,0,0,1,1,1,1,1,1,30
35986,49903,21,0,0,0,0,1,1,1,1,1,1,37
35986,97909,22,0,0,0,0,2,2,2,1,1,1,39
35987,98949,22,0,0,0,0,1,1,1,1,1,1,31
35988,46784,21,0,0,0,0,1,1,1,1,1,1,33
35989,26350,21,0,0,0,0,1,1,1,2,2,2,25
35989,4354,22,0,0,0,0,2,2,2,2,2,2,35
3599,33470,22,0,0,0,0,3,3,3,1,1,1,28
35990,750,22,0,0,0,0,1,1,1,1,1,1,44
35991,31480,21,0,0,0,0,1,1,1,1,1,1,33
35991,97696,22,0,0,0,0,1,1,1,1,1,1,33
35992,36149,21,0,0,0,0,2,2,2,2,2,2,30
35993,19348,21,0,0,0,0,1,1,1,1,1,1,48
35993,71542,22,0,0,0,0,1,1,1,1,1,1,49
35996,68494,21,0,0,0,0,1,1,1,1,1,1,32
35997,58048,21,0,0,0,0,1,1,1,1,1,1,32
360,67216,21,0,0,0,0,1,1,1,1,1,1,29
360,87936,22,0,0,0,0,1,1,1,1,1,1,26
36002,20178,21,0,0,0,0,1,1,1,1,1,1,29
36002,54597,22,1,1,0,0,1,1,1,1,1,1,44
36003,83275,21,0,0,1,0,1,1,1,1,1,1,38
36003,98566,22,1,0,2,2,1,1,1,2,2,2,27
36004,98682,22,2,2,0,0,1,1,1,1,1,1,48
36006,65432,21,0,0,0,0,1,1,1,1,1,1,26
36006,29853,22,0,0,0,0,1,1,1,1,1,1,40
36007,51439,21,0,0,0,0,2,2,2,1,1,1,52
36007,75073,22,1,1,0,0,1,1,1,1,1,1,66
36008,15857,21,0,0,0,0,2,2,2,2,2,2,38
36008,81015,22,0,0,0,0,1,1,1,1,1,1,35
36009,82155,21,0,0,0,0,1,1,1,1,1,1,35
36009,29495,22,0,0,0,0,1,1,1,1,1,1,39
36011,21047,22,0,0,0,0,1,1,1,1,1,1,41
36012,6184,21,0,0,0,0,2,2,2,1,1,1,33
36012,55375,22,0,0,0,0,1,1,1,1,1,1,33
36014,77310,21,0,0,0,0,1,1,1,1,1,1,37
36014,52095,22,0,0,0,0,1,1,1,1,1,1,29
3602,91698,21,0,0,0,0,1,1,1,2,2,2,29
3602,45186,22,0,0,0,0,1,1,1,2,2,2,28
36023,23434,22,0,0,0,0,1,1,1,1,1,1,44
36024,64981,21,0,0,0,0,1,1,1,1,1,1,35
36024,98781,22,0,0,1,0,1,1,1,1,1,1,29
36025,35643,21,0,0,0,0,1,1,1,1,1,1,32
36025,17238,22,0,0,0,0,1,1,1,1,1,1,39
36026,77627,21,0,0,0,0,1,1,1,1,1,1,36
36027,63629,22,0,0,0,0,1,1,1,1,1,1,24
3603,89576,21,3,2,0,0,1,1,1,1,1,1,22
36030,71541,22,0,0,0,0,1,1,1,1,1,1,41
36031,27132,21,0,0,0,0,1,1,1,1,1,1,38
36031,28524,22,0,0,0,0,1,1,1,1,1,1,26
36032,48785,22,0,0,0,0,1,1,1,1,1,1,57
36036,34942,21,0,0,1,1,2,2,2,2,2,2,38
36036,72909,22,0,0,0,0,1,1,1,1,1,1,41
36037,56970,22,0,0,0,0,2,2,2,1,1,1,26
3604,30797,22,0,0,2,0,2,2,2,2,2,2,32
36040,62538,21,1,0,0,0,1,1,1,1,1,1,24
36040,45105,22,0,0,0,0,1,1,1,1,1,1,30
36041,73641,21,0,0,0,0,2,2,2,2,2,2,30
36042,24448,21,0,0,0,0,1,1,1,1,1,1,26
36044,42296,21,1,1,0,0,2,2,3,1,1,1,30
36044,75436,22,2,2,0,0,1,1,1,2,2,2,42
36045,27064,21,0,0,0,0,1,1,1,1,1,1,56
36046,17321,21,0,0,2,0,1,1,1,1,1,1,24
36047,77430,21,0,0,0,0,1,1,1,1,1,1,39
36047,49277,22,0,0,0,0,1,1,1,1,1,2,45
36049,8769,22,0,0,0,0,2,2,2,2,2,2,40
36050,49503,21,0,0,0,0,1,1,1,1,1,1,36
36050,48996,22,0,0,0,0,1,1,1,1,1,1,41
36051,1753,21,0,0,0,0,1,1,1,1,1,1,23
36051,44596,22,0,0,0,0,1,1,1,1,1,1,30
36052,97407,21,0,0,2,1,1,1,1,2,2,2,30
36054,73151,21,0,0,0,0,1,1,1,1,1,1,23
36054,74807,22,0,0,0,0,1,1,1,1,1,1,23
36055,47408,21,0,0,0,0,2,2,2,2,2,2,24
36055,58203,22,0,0,0,0,2,2,2,1,1,1,37
36056,92559,21,1,0,0,0,1,1,1,1,1,1,37
36056,92874,22,0,0,0,0,1,1,1,1,1,1,25
36059,57185,21,0,0,0,0,1,1,1,1,1,1,22
36059,67899,22,0,0,0,0,1,1,1,1,1,1,26
3606,91389,21,2,1,0,0,2,2,2,1,1,1,49
36060,10635,21,0,0,0,0,1,1,1,1,1,1,21
36060,61961,22,0,0,0,0,2,2,2,1,1,1,37
36061,72106,21,0,0,0,0,1,1,2,1,1,1,22
36062,39871,22,0,0,1,0,1,1,2,2,2,2,23
36066,62896,21,0,0,0,0,1,1,1,1,1,1,34
36067,94665,21,0,0,2,2,2,2,2,2,2,2,27
36067,27732,22,0,0,0,0,2,2,2,2,2,2,33
36069,40407,21,0,0,0,0,2,2,2,2,2,2,36
36069,84855,22,0,0,0,0,2,2,2,1,1,1,28
36070,20311,21,0,0,0,0,1,1,1,1,1,1,20
36072,78904,21,0,0,1,0,2,2,2,1,1,1,39
36073,97010,21,0,0,0,0,1,1,1,1,1,1,29
36073,45516,22,0,0,0,0,1,1,1,1,1,1,43
36074,57048,21,0,0,0,0,1,1,1,1,1,1,39
36076,98065,21,0,0,0,0,2,2,2,1,1,1,35
36076,88047,22,0,0,0,0,2,2,2,1,1,1,24
36077,91564,21,0,0,0,0,1,1,1,1,1,1,46
3608,64775,21,0,0,0,0,1,1,1,1,1,1,22
3608,74872,22,0,0,0,0,1,1,1,1,1,2,32
36082,24175,21,0,0,0,0,2,2,2,1,1,1,20
36084,27548,22,0,0,0,0,1,1,1,1,1,1,31
36086,42310,21,0,0,0,0,1,1,1,1,1,1,36
36087,78837,22,0,0,0,0,1,1,1,1,1,1,34
36089,34579,21,0,0,0,0,1,1,1,1,1,1,43
36089,57689,22,0,0,0,0,1,1,1,1,1,1,29
3609,94768,21,0,0,0,0,1,1,1,1,1,1,21
36090,9690,21,0,0,0,0,1,1,1,1,1,1,34
36091,21147,21,0,0,0,0,1,1,1,1,1,1,28
36091,55242,22,0,0,0,0,1,1,1,1,1,1,35
36092,72049,21,1,0,0,0,1,1,1,1,1,1,41
36092,43149,22,0,0,0,0,2,2,2,1,1,1,33
36093,12223,21,0,0,0,0,1,1,1,1,1,1,33
36094,98042,21,0,0,0,0,2,2,2,1,1,1,27
36094,94375,22,0,0,0,0,1,1,1,1,1,1,23
36094,82371,22,0,0,0,0,1,1,1,1,1,1,23
36096,54598,21,0,0,0,0,1,1,1,1,1,1,39
36097,28298,21,0,0,0,0,1,1,1,1,1,1,31
36098,93307,21,1,0,0,0,1,1,1,1,1,1,30
36098,46256,22,0,0,0,0,1,1,1,1,1,2,31
36099,64967,22,0,0,0,0,2,2,2,2,2,2,49
36099,24676,22,0,0,0,0,2,2,2,2,2,2,49
361,618,21,0,0,0,0,2,2,2,2,2,2,35
3610,82546,21,0,0,0,0,1,1,1,2,2,2,29
36102,60454,21,0,0,0,0,1,1,1,1,1,1,29
36102,29893,22,0,0,0,0,1,1,1,1,1,1,29
36103,37634,21,0,0,0,0,2,2,2,2,2,2,26
36103,56089,22,0,0,0,0,2,2,2,1,1,1,46
36104,28984,22,0,0,0,0,1,1,1,1,1,1,27
36105,17239,21,0,0,0,0,1,1,1,1,1,1,33
36106,46238,21,0,0,0,0,1,1,1,1,1,1,22
36107,20906,21,1,1,0,0,1,1,1,1,1,1,22
36107,49377,22,0,0,0,0,1,1,1,1,1,1,44
36108,97941,21,0,0,0,0,1,1,1,1,1,1,23
36108,37798,22,0,0,0,0,2,2,2,1,1,1,26
3611,19459,21,0,0,0,0,1,1,1,1,1,1,29
3611,18383,22,0,0,0,0,1,1,1,1,1,1,35
36114,30671,21,0,0,0,0,1,1,1,2,2,2,26
36114,91228,22,0,0,0,0,1,1,1,1,1,1,32
36115,76055,21,0,0,0,0,1,1,1,1,1,1,34
36117,93124,21,0,0,0,0,1,1,1,1,1,1,37
36117,92729,22,0,0,0,0,1,1,1,1,1,1,39
3612,79261,21,1,0,0,0,1,1,1,1,1,1,59
36121,12276,22,0,0,0,0,1,1,1,1,1,1,25
36122,51442,21,1,0,1,1,1,1,1,2,2,2,29
36123,39833,21,0,0,0,0,1,1,1,1,1,1,23
36123,1374,22,0,0,0,0,1,1,1,1,1,1,47
36125,70594,21,0,0,0,0,1,1,1,1,1,1,34
36125,97010,22,0,0,0,0,1,1,1,1,1,1,35
36126,67886,21,0,0,0,0,1,1,1,1,1,1,28
36127,24375,21,0,0,0,0,2,2,2,2,2,2,38
36127,75137,22,0,0,0,0,2,2,2,1,1,1,27
36129,14388,21,2,1,3,2,1,1,1,2,3,3,39
3613,11457,21,0,0,0,0,1,1,1,2,2,2,48
3613,65125,22,0,0,0,0,1,1,1,1,1,1,40
36132,50032,21,0,0,0,0,1,1,1,1,1,1,37
36132,40702,22,0,0,0,0,1,1,1,1,1,1,27
36133,57346,21,0,0,1,1,1,1,1,1,1,1,43
36133,4974,22,0,0,0,0,1,1,1,1,1,1,30
36134,45748,21,0,0,0,0,1,1,1,1,1,1,29
36134,63359,22,0,0,0,0,1,1,1,1,1,1,35
36135,64202,21,1,1,0,0,1,1,1,2,2,2,42
36135,86126,22,0,0,0,0,1,1,1,1,1,1,26
