id_certificate_parents,id_certificate_partners,family_line,levenshtein_total_bride,levenshtein_max_bride,levenshtein_total_groom,levenshtein_max_groom,matched_names_bride,number_names_mother,number_names_bride,matched_names_groom,number_names_father,number_names_groom,year_diff
6838,47661,22,0,0,0,0,2,2,2,1,1,1,40
68380,12608,21,0,0,0,0,1,1,1,1,1,1,37
68381,98396,22,0,0,0,0,1,1,1,1,1,1,36
68382,84833,21,0,0,0,0,1,1,1,1,1,1,27
68383,13957,21,0,0,1,0,1,1,1,1,1,1,39
68384,90450,21,0,0,0,0,1,1,2,1,1,1,21
68384,5160,22,0,0,0,0,1,1,1,1,1,1,33
68385,86595,21,0,0,0,0,1,1,1,1,1,1,35
68386,61846,22,0,0,0,0,1,1,1,1,1,1,30
68387,73272,22,0,0,1,1,2,2,2,3,3,3,31
68388,19475,21,0,0,0,0,1,1,1,1,1,1,24
68388,75688,22,0,0,0,0,1,1,1,1,1,1,31
68389,100607,21,0,0,0,0,2,2,2,2,2,2,24
68389,23938,22,0,0,0,0,2,2,2,1,1,1,32
6839,1557,21,0,0,0,0,1,1,1,1,1,1,44
6839,57998,22,2,2,2,2,1,1,1,1,1,1,28
68391,80930,22,0,0,0,0,1,1,1,2,2,2,26
68392,891,21,0,0,0,0,1,1,1,1,1,1,32
68392,91923,22,0,0,0,0,1,1,1,1,1,1,40
68394,62970,21,0,0,0,0,1,1,1,2,2,2,25
68394,12510,22,0,0,0,0,1,1,1,2,2,2,30
68395,53509,21,0,0,0,0,3,3,3,2,2,2,32
68395,14540,22,0,0,0,0,4,4,4,1,1,1,30
68396,59580,21,0,0,0,0,1,1,1,2,2,2,27
68398,44373,21,0,0,0,0,1,1,1,1,1,1,37
68399,79067,22,0,0,0,0,2,2,2,3,3,3,24
6840,22850,22,0,0,0,0,1,1,1,1,1,1,35
68401,33737,21,0,0,1,1,1,1,1,1,1,1,26
68401,88454,22,2,2,1,1,1,1,2,1,1,1,26
68403,76038,21,0,0,0,0,2,2,2,1,1,1,33
68403,26259,22,2,2,0,0,3,3,3,2,2,2,37
68404,16781,21,0,0,0,0,1,1,1,1,1,1,34
68404,15608,22,1,1,0,0,1,1,1,1,1,1,45
68405,41192,22,1,0,0,0,1,1,1,1,1,1,31
68406,1339,21,0,0,0,0,1,1,1,1,1,1,26
68407,63786,21,0,0,0,0,1,1,1,1,1,1,22
68408,68365,21,0,0,0,0,1,1,1,1,1,1,37
68408,95438,22,0,0,0,0,1,1,2,1,1,1,41
68409,78030,21,0,0,0,0,1,1,1,1,1,1,28
68409,8852,22,0,0,0,0,1,1,1,1,1,2,35
68410,71747,22,0,0,0,0,2,2,2,2,2,2,30
68412,98752,21,0,0,0,0,1,1,1,1,1,1,24
68412,29291,22,0,0,0,0,1,1,1,1,1,1,26
68413,43253,21,0,0,2,2,2,2,2,2,2,2,25
68414,84623,21,0,0,0,0,1,1,1,1,1,1,58
68414,43546,22,0,0,0,0,1,1,1,2,2,2,34
68416,59455,21,0,0,0,0,1,1,1,1,1,1,21
68416,93086,22,0,0,0,0,2,2,2,1,1,1,27
68417,68122,21,0,0,2,0,1,1,1,1,1,1,26
68417,3912,22,0,0,0,0,1,1,1,1,1,1,31
68418,44668,21,1,1,0,0,1,1,1,1,1,1,59
68419,78024,21,0,0,0,0,1,1,1,1,1,1,29
68419,22103,22,1,0,0,0,2,2,2,2,2,2,46
6842,28242,21,0,0,0,0,1,1,1,1,1,1,29
6842,61305,22,0,0,0,0,1,1,1,1,1,1,32
68420,77727,21,0,0,0,0,2,2,2,2,2,2,25
68420,57806,22,0,0,0,0,2,2,2,2,2,2,24
68421,22205,22,1,0,0,0,1,1,1,1,1,1,23
68427,34194,21,0,0,0,0,1,1,1,1,1,1,38
68427,53948,22,0,0,0,0,2,2,2,1,1,1,26
68429,48698,21,0,0,0,0,1,1,1,1,1,1,38
68430,56836,21,0,0,0,0,1,1,1,1,1,1,25
68432,99953,21,1,0,0,0,1,1,1,1,1,1,56
68432,11813,22,0,0,0,0,1,1,1,1,1,1,50
68435,75535,21,0,0,0,0,1,1,1,2,2,2,51
68437,80427,21,0,0,1,1,2,2,2,1,1,1,42
68437,6230,22,0,0,0,0,1,1,1,2,2,2,28
68438,18519,22,0,0,0,0,3,3,3,1,1,1,30
6844,99951,22,0,0,0,0,1,1,1,1,1,1,33
68440,27957,22,1,1,0,0,1,3,1,1,1,1,27
68441,3219,21,0,0,0,0,2,2,2,2,2,2,36
68441,65976,22,0,0,0,0,2,2,2,1,1,1,61
68442,32334,21,0,0,0,0,2,2,2,1,1,1,26
68443,25810,21,0,0,0,0,1,1,1,1,1,2,30
68443,79694,22,1,0,0,0,1,1,1,1,1,1,47
68444,39159,21,0,0,0,0,2,2,2,1,1,1,20
68444,95443,22,0,0,0,0,1,1,1,1,1,1,37
68445,51439,21,0,0,0,0,2,2,2,1,1,1,40
68446,46628,21,0,0,0,0,2,2,2,2,2,2,23
68446,38229,22,0,0,0,0,2,2,2,2,2,2,26
68448,518,22,0,0,0,0,1,1,1,1,1,1,30
68449,54874,21,0,0,0,0,1,1,1,1,1,1,39
68449,21189,22,0,0,0,0,4,4,4,2,2,2,40
68452,8889,22,0,0,0,0,1,1,1,1,1,1,35
68453,80702,21,0,0,0,0,1,1,1,2,2,2,29
68453,35132,22,0,0,0,0,1,1,1,1,1,1,30
68456,35983,21,2,1,0,0,1,1,1,1,1,1,38
68457,64029,21,0,0,0,0,1,1,1,2,2,2,30
68459,23316,21,0,0,0,0,1,1,1,2,2,2,34
6846,879,21,0,0,0,0,2,2,2,1,1,1,40
68460,21772,21,1,0,0,0,1,1,1,1,1,1,33
68461,55926,21,0,0,0,0,1,1,1,1,1,1,28
68461,58843,22,0,0,0,0,1,1,1,1,1,1,39
68462,3485,21,1,0,0,0,1,1,1,1,1,1,18
68463,53063,22,1,0,0,0,1,1,1,1,1,1,30
68465,50627,21,1,0,1,1,1,1,1,1,1,1,40
68465,60626,22,0,0,0,0,1,1,1,1,1,1,42
68468,19382,22,0,0,0,0,2,2,2,1,1,1,29
68469,16311,21,0,0,0,0,2,2,2,2,2,2,25
6847,36534,22,0,0,0,0,1,1,1,1,1,1,39
68470,99269,21,0,0,0,0,1,1,1,2,2,2,28
68470,95394,22,0,0,0,0,1,1,1,1,1,1,27
68471,95946,22,0,0,0,0,1,1,1,1,1,1,28
68473,524,21,0,0,0,0,1,1,1,1,1,1,35
68473,88924,22,1,0,0,0,1,1,1,2,2,2,28
68474,14328,21,0,0,0,0,1,1,1,1,1,1,25
68475,14285,22,0,0,2,2,1,1,1,3,3,3,32
68478,30990,21,0,0,2,0,1,1,1,1,1,1,50
68478,25095,22,0,0,0,0,1,1,1,1,1,1,46
6848,27227,22,0,0,0,0,1,1,1,2,2,2,33
68481,76198,21,1,0,0,0,1,1,1,1,1,1,31
68481,3883,22,0,0,1,0,1,1,1,1,1,1,32
68483,96742,21,1,1,0,0,2,2,2,1,1,1,32
68483,57788,22,0,0,0,0,1,1,1,1,1,1,28
68484,40503,21,0,0,0,0,2,2,2,1,1,1,38
68485,84063,21,0,0,0,0,2,2,2,1,1,1,28
68485,31763,22,0,0,0,0,1,1,1,2,2,2,22
68486,71091,21,0,0,0,0,1,1,1,1,1,1,32
68487,94854,21,0,0,0,0,1,1,1,1,1,1,33
68487,100782,22,0,0,1,1,1,1,1,1,1,1,23
68489,82561,21,0,0,0,0,1,1,1,1,1,1,26
68489,20596,22,0,0,0,0,1,1,1,1,1,1,18
6849,54358,21,0,0,0,0,1,1,1,1,1,1,61
68490,27135,21,0,0,0,0,2,2,2,2,2,2,31
68491,42289,21,0,0,0,0,1,1,1,1,1,1,34
68491,2570,22,0,0,0,0,1,1,1,1,1,1,26
68492,85332,21,0,0,1,0,1,1,1,1,1,1,26
68493,18451,21,0,0,0,0,1,1,1,1,1,1,24
68494,2473,21,0,0,0,0,1,1,1,1,1,1,17
68495,21678,21,1,0,0,0,4,4,4,1,1,1,20
68495,489,22,0,0,0,0,1,1,1,2,2,2,23
68496,69205,22,0,0,0,0,1,1,1,1,1,1,48
68497,98085,21,0,0,0,0,1,1,1,2,2,2,32
68498,84442,21,0,0,0,0,1,1,1,3,3,3,29
68498,26101,22,0,0,0,0,2,2,2,1,1,1,26
68499,34402,22,0,0,0,0,1,1,1,1,1,1,34
6850,31282,21,0,0,0,0,1,1,1,1,1,1,31
6850,8193,22,0,0,0,0,2,2,2,1,1,1,36
68500,92695,21,0,0,0,0,1,1,1,2,2,2,33
68500,9061,22,0,0,0,0,1,1,1,1,1,1,22
68501,54856,21,0,0,0,0,1,1,1,1,1,1,25
68501,61030,22,0,0,0,0,2,2,2,1,1,1,30
68502,13863,22,1,0,0,0,1,1,1,1,1,1,31
68503,81170,21,0,0,0,0,1,1,1,1,1,1,32
68504,32131,21,0,0,0,0,1,1,1,1,1,1,31
68505,83055,21,0,0,0,0,1,1,1,1,1,1,40
68505,29227,22,0,0,0,0,1,1,1,1,1,1,36
68507,554,21,0,0,0,0,1,1,1,1,1,1,22
68511,37170,21,0,0,0,0,1,1,1,1,1,1,25
68512,74173,21,0,0,0,0,1,1,1,1,1,1,29
68512,38930,22,0,0,0,0,2,2,2,1,1,1,27
68513,5704,21,0,0,0,0,2,2,2,2,2,2,28
68514,79445,21,0,0,0,0,1,1,1,2,2,2,42
68514,24375,22,0,0,0,0,2,2,2,2,2,2,29
68516,90017,21,0,0,0,0,1,1,1,1,1,1,55
68516,98449,22,0,0,0,0,1,1,1,1,1,1,46
68517,97100,21,0,0,0,0,1,1,1,1,1,1,36
68517,11169,22,0,0,0,0,1,1,1,1,1,1,48
68519,46016,22,2,2,0,0,1,1,1,1,1,1,24
6852,10348,21,0,0,0,0,1,1,1,1,1,1,42
6852,57304,22,0,0,0,0,1,1,1,1,1,1,26
68520,6208,21,0,0,0,0,2,2,2,2,2,2,26
68520,40260,22,0,0,0,0,1,1,1,2,2,2,27
68521,33776,21,1,0,0,0,1,1,1,1,1,1,42
68521,2256,22,0,0,0,0,1,1,1,1,1,1,49
68522,43640,21,0,0,0,0,2,2,2,1,1,1,34
68522,84442,22,0,0,0,0,1,1,1,3,3,3,37
68523,100290,21,0,0,0,0,2,2,2,1,1,1,22
68523,34498,22,0,0,0,0,1,1,1,1,1,1,40
68524,136,21,1,0,0,0,1,1,1,1,1,1,42
68525,22176,21,0,0,0,0,1,1,1,1,1,1,68
68525,98235,22,0,0,0,0,1,1,1,1,1,1,68
68526,31951,21,0,0,0,0,1,1,1,1,1,1,34
68526,67478,22,0,0,0,0,2,2,2,1,1,1,43
68528,23206,21,0,0,0,0,2,2,2,2,2,2,41
68528,25614,22,0,0,0,0,1,1,1,1,1,1,63
6853,45171,21,0,0,0,0,1,1,1,1,1,1,35
6853,47262,22,1,1,1,0,1,1,1,2,2,2,38
68531,67844,21,0,0,0,0,1,1,1,1,1,1,42
68533,33421,21,0,0,0,0,1,1,1,1,1,1,35
68534,20638,21,0,0,0,0,1,1,1,1,1,1,30
68534,17724,22,0,0,0,0,1,1,1,1,1,1,25
68535,45120,21,0,0,0,0,1,1,1,1,1,1,32
68535,72339,22,0,0,0,0,2,2,2,1,1,1,30
68538,86427,21,0,0,0,0,2,2,2,1,1,1,22
68539,80528,21,0,0,0,0,1,1,1,1,1,1,41
6854,16472,21,0,0,0,0,1,1,1,1,1,1,41
68540,70213,21,0,0,0,0,1,1,1,2,2,2,30
68540,24174,22,0,0,0,0,2,2,2,1,1,1,42
68541,58051,22,0,0,1,1,1,1,1,2,2,2,40
68544,56675,21,0,0,0,0,1,1,1,1,1,1,38
68544,68040,22,0,0,0,0,1,1,1,1,1,1,37
68546,43322,21,0,0,0,0,2,2,2,2,2,2,27
68546,73222,22,0,0,0,0,3,3,3,2,2,2,27
68548,80150,21,0,0,0,0,1,1,1,1,1,1,31
68548,49041,22,0,0,0,0,2,2,2,1,1,1,43
68549,38375,22,0,0,0,0,1,1,1,1,1,1,35
68550,98291,21,0,0,0,0,1,1,1,1,1,1,42
68550,60191,22,0,0,0,0,1,1,1,1,1,1,43
68551,22885,21,2,2,0,0,2,2,2,1,1,1,34
68551,49847,22,2,0,1,1,3,3,3,2,2,2,30
68552,68563,21,0,0,0,0,1,1,1,2,2,2,26
68552,41382,22,0,0,0,0,1,1,1,1,1,1,25
68554,20597,22,3,1,0,0,1,1,1,1,1,1,25
68557,22528,21,0,0,0,0,1,1,1,1,1,1,37
68557,95961,22,0,0,0,0,1,2,1,1,1,1,37
68558,99632,21,0,0,0,0,1,1,1,1,1,1,32
68558,39707,22,2,2,0,0,1,1,1,1,1,1,25
68560,49294,21,0,0,0,0,1,1,1,1,1,1,19
68563,71043,21,0,0,2,0,2,2,2,1,1,1,23
68563,59142,22,1,0,0,0,1,1,1,1,1,1,31
68565,44048,22,1,0,0,0,1,1,2,1,1,1,51
68566,31480,21,0,0,0,0,1,1,1,1,1,1,35
68566,82028,22,0,0,0,0,2,2,2,1,1,1,35
68567,42041,21,0,0,0,0,1,1,1,1,1,1,46
68567,56956,22,0,0,0,0,1,1,1,1,1,1,59
68569,19817,22,0,0,0,0,1,1,1,1,1,1,39
6857,100547,21,0,0,0,0,1,1,1,1,1,1,34
68570,82575,21,0,0,0,0,1,1,1,1,1,1,26
68572,37473,21,0,0,0,0,2,2,2,2,2,2,23
68572,10567,22,0,0,0,0,1,1,1,1,1,1,28
68573,85335,22,0,0,0,0,2,2,2,1,1,1,30
68574,5432,21,0,0,0,0,3,3,3,2,2,2,36
68577,61377,21,0,0,0,0,1,1,1,1,1,1,40
68578,40730,21,0,0,0,0,1,1,1,1,1,1,40
6858,82412,21,0,0,0,0,2,2,2,1,1,1,37
6858,70130,22,0,0,0,0,1,1,1,1,1,1,48
68580,57554,21,0,0,0,0,2,2,2,2,2,2,45
68580,14698,22,0,0,0,0,1,1,1,1,1,1,29
68582,85997,21,0,0,0,0,1,1,1,1,1,1,46
68582,100896,22,0,0,0,0,1,1,1,2,2,2,23
68583,67247,22,0,0,0,0,1,1,1,1,1,1,41
68584,14975,21,0,0,0,0,1,1,2,1,2,1,31
68585,70423,21,0,0,0,0,1,1,1,1,1,1,43
68587,16999,22,0,0,0,0,1,1,1,1,1,1,35
68588,90047,21,0,0,0,0,1,1,1,1,1,1,33
68588,33516,22,0,0,0,0,1,1,1,1,1,1,23
6859,52340,21,0,0,0,0,1,1,1,1,1,1,22
68590,73984,21,0,0,0,0,1,1,1,1,1,1,21
68590,48491,22,0,0,0,0,1,1,1,1,1,1,26
68591,45568,22,0,0,0,0,2,2,2,1,1,1,37
68595,61770,21,0,0,1,1,1,1,1,1,1,1,39
68595,23957,22,1,1,0,0,2,2,2,2,2,2,34
68596,42187,21,1,0,2,2,1,1,1,1,1,1,27
68596,76656,22,0,0,0,0,1,1,1,1,1,1,27
68600,21145,21,0,0,0,0,2,2,2,1,1,1,23
68600,6768,22,0,0,0,0,1,1,1,1,1,1,36
68601,46990,21,0,0,0,0,1,1,1,2,2,2,25
68601,90123,22,0,0,0,0,2,2,2,1,1,1,27
68602,23486,21,0,0,0,0,1,1,1,1,1,1,20
68602,20197,22,0,0,0,0,1,1,1,2,2,2,30
68603,58244,21,0,0,0,0,1,1,1,1,1,1,33
68604,42639,21,0,0,0,0,1,1,1,2,2,2,32
68606,1396,21,0,0,1,1,1,1,1,2,2,2,28
68606,24751,22,1,1,0,0,1,1,1,1,1,1,28
68607,78058,21,0,0,0,0,2,2,2,2,2,2,25
68607,35046,22,0,0,0,0,2,2,2,3,3,3,35
68609,7731,21,0,0,0,0,1,1,1,1,1,1,27
68609,95148,22,0,0,0,0,2,2,2,1,1,1,41
68611,71827,21,0,0,1,1,1,1,1,1,1,1,26
68611,95010,22,0,0,0,0,2,2,2,2,2,2,27
68612,93835,22,0,0,0,0,1,1,1,1,1,1,28
68613,35462,21,0,0,0,0,2,2,2,2,2,2,45
68613,50921,22,0,0,0,0,1,1,1,1,1,1,34
68615,46218,21,1,0,1,0,2,2,2,1,1,1,39
68615,27232,22,2,2,0,0,1,1,2,1,1,1,32
68616,32348,21,0,0,0,0,3,3,3,1,1,1,24
68617,99480,21,0,0,1,1,2,2,2,2,2,2,34
68618,48076,21,0,0,0,0,2,2,2,2,2,2,30
68619,68215,21,0,0,0,0,2,2,2,1,1,1,30
68619,56843,22,0,0,0,0,1,1,1,2,2,2,24
6862,45069,21,0,0,0,0,1,1,1,2,2,2,47
6862,87704,22,0,0,0,0,2,2,2,2,2,2,25
68620,46316,22,2,2,0,0,1,1,1,1,1,1,62
68624,85890,21,0,0,0,0,1,1,1,1,1,1,31
68624,90079,22,0,0,0,0,1,1,1,3,3,3,23
68625,60659,22,0,0,0,0,1,1,1,1,1,1,42
68628,79360,21,0,0,0,0,1,1,1,1,1,1,43
68629,44182,21,0,0,0,0,1,1,1,1,1,1,33
68629,265,22,0,0,0,0,3,3,3,1,1,1,41
68630,84545,21,0,0,0,0,2,2,2,3,3,3,40
68630,22011,22,0,0,0,0,1,1,1,2,2,2,45
68631,87147,21,0,0,0,0,2,2,2,1,1,1,36
68632,61551,22,0,0,0,0,1,1,1,1,1,1,24
68633,82054,22,0,0,0,0,1,1,1,1,1,1,28
68634,30692,21,0,0,0,0,1,1,1,1,1,1,31
68634,52713,22,0,0,0,0,3,3,3,1,1,1,25
68637,15380,21,0,0,0,0,2,2,2,3,3,3,31
68637,69276,22,0,0,0,0,2,2,2,1,1,1,49
68638,77733,21,0,0,0,0,1,1,1,2,2,2,28
68638,44519,22,0,0,0,0,1,1,1,1,1,1,29
68639,53201,21,0,0,0,0,2,2,2,1,1,1,31
6864,1727,22,0,0,0,0,1,1,1,1,1,1,24
68641,80690,21,0,0,0,0,1,1,1,1,1,1,34
68641,11904,22,0,0,0,0,1,1,1,2,2,2,36
68642,19012,21,0,0,0,0,1,1,1,1,1,1,29
68643,21228,21,0,0,0,0,1,1,1,1,1,1,39
68643,71890,22,0,0,0,0,1,1,1,1,1,1,36
68645,94976,21,0,0,2,0,1,1,1,1,1,1,28
68646,62121,21,1,0,0,0,1,1,1,1,1,1,26
68647,34430,21,0,0,0,0,1,1,1,1,1,1,40
68647,63684,22,2,0,0,0,1,1,1,1,1,1,29
68649,99563,21,2,2,0,0,1,2,1,1,1,1,44
68649,80911,22,0,0,0,0,1,1,1,1,1,1,43
6865,87875,21,0,0,2,2,2,2,2,2,2,2,46
6865,63909,22,0,0,0,0,1,1,1,2,2,2,49
68650,56671,21,0,0,0,0,2,2,2,3,3,3,20
68650,49608,22,0,0,0,0,1,1,1,2,2,2,23
68653,58827,21,0,0,0,0,1,1,1,1,1,1,23
68654,94550,21,1,0,0,0,1,1,2,1,1,2,25
68655,1973,21,0,0,0,0,1,1,1,2,2,2,25
68655,77751,22,0,0,0,0,1,1,1,1,1,1,40
68656,45665,22,2,2,0,0,1,1,1,2,2,2,38
68657,94389,22,0,0,0,0,1,1,1,1,1,1,38
68658,6108,21,0,0,0,0,2,2,2,1,1,1,32
68658,71083,22,0,0,0,0,1,1,1,2,2,2,40
68659,44118,21,0,0,0,0,1,1,1,1,1,1,26
68659,28131,22,0,0,0,0,1,1,1,2,2,2,30
6866,58407,21,0,0,1,0,1,1,1,1,1,1,40
68660,90410,21,0,0,0,0,1,1,1,1,1,1,29
68660,89086,22,0,0,0,0,1,1,1,1,1,1,30
68661,68974,21,0,0,0,0,1,1,1,1,1,1,42
68661,38155,22,0,0,0,0,1,1,1,1,1,1,33
68662,39132,21,0,0,0,0,1,1,1,2,2,2,58
68662,38910,22,0,0,0,0,1,1,1,2,2,2,47
68664,100425,21,0,0,1,0,1,1,1,1,1,1,30
68665,71902,21,0,0,0,0,3,3,3,1,1,1,25
68666,18616,21,0,0,0,0,1,1,1,1,1,1,26
68666,39475,22,0,0,0,0,1,1,1,1,1,1,33
68667,100168,21,0,0,0,0,1,1,1,1,1,1,28
68667,75311,22,0,0,0,0,1,1,1,2,2,2,27
6867,13230,21,0,0,0,0,1,1,1,1,1,1,48
6867,72348,22,0,0,0,0,1,1,1,1,1,1,25
68672,83169,21,0,0,0,0,1,1,1,1,1,1,31
68675,31567,22,0,0,0,0,1,1,1,1,1,1,36
68677,100543,21,0,0,0,0,1,1,1,1,1,1,27
68678,87970,21,0,0,0,0,1,1,1,1,1,1,42
68678,53579,22,0,0,0,0,1,1,1,1,1,1,35
68680,41430,21,0,0,0,0,1,1,1,2,2,2,14
68680,70177,22,0,0,0,0,2,2,2,1,1,1,34
68681,45374,21,0,0,0,0,2,2,2,1,1,2,40
68681,1939,22,0,0,0,0,1,1,1,1,1,1,49
68682,73841,21,1,0,1,0,1,1,1,1,1,1,48
68682,18725,22,0,0,0,0,2,2,2,1,1,1,38
68685,49246,21,0,0,0,0,1,1,1,1,1,1,33
68685,84896,22,0,0,0,0,1,1,1,2,2,2,30
68686,45401,21,0,0,0,0,1,1,1,1,1,1,34
68686,56285,22,0,0,0,0,1,1,1,1,1,1,41
68687,73109,22,1,1,0,0,1,1,1,1,1,1,53
68688,63222,21,0,0,0,0,1,1,1,2,2,2,44
68688,25013,22,0,0,0,0,2,2,2,2,2,2,49
68689,45516,21,0,0,0,0,1,1,1,1,1,1,32
68689,67967,22,0,0,0,0,1,1,1,1,1,1,34
68690,86034,21,0,0,0,0,2,2,3,1,1,1,51
68690,70265,22,0,0,0,0,1,1,1,1,1,1,50
68691,61847,21,0,0,0,0,1,1,1,2,2,2,32
68691,39960,22,0,0,0,0,1,1,1,1,1,1,36
68692,99420,21,0,0,0,0,1,1,1,1,1,1,44
68696,63288,21,2,2,0,0,1,1,1,1,1,1,27
68697,53590,21,0,0,0,0,1,1,1,2,2,2,33
68698,50360,21,0,0,0,0,1,1,1,1,1,1,64
68698,53318,22,0,0,0,0,1,1,1,1,1,1,73
68699,45516,21,0,0,0,0,1,1,1,1,1,1,28
687,86227,21,0,0,0,0,1,1,1,1,1,1,32
6870,44757,21,0,0,0,0,2,2,2,2,2,2,41
6870,86305,22,0,0,0,0,2,2,2,2,2,2,39
68700,72654,21,0,0,0,0,1,1,1,1,1,1,27
68700,54802,22,0,0,0,0,2,2,2,1,1,1,36
68702,7966,21,0,0,0,0,1,1,1,1,1,1,28
68703,66988,21,0,0,0,0,1,1,1,1,1,1,43
68703,74626,22,0,0,0,0,2,2,2,1,1,1,39
68704,19996,21,0,0,0,0,1,1,1,1,1,1,36
68704,87584,22,0,0,0,0,2,2,2,1,1,1,24
68705,82595,21,1,1,0,0,1,1,1,1,1,1,31
68706,62397,22,0,0,0,0,1,1,1,1,1,1,33
68707,47015,21,0,0,0,0,1,1,1,1,1,1,26
68708,49101,22,0,0,0,0,1,1,1,1,1,1,32
68709,28745,22,0,0,0,0,1,1,1,1,1,1,34
6871,79455,21,0,0,0,0,2,2,2,1,1,1,25
6871,32771,22,1,0,0,0,1,1,1,2,2,2,33
68710,99601,21,0,0,0,0,1,1,1,1,1,1,29
68711,45944,21,0,0,0,0,1,1,1,1,1,1,44
68712,42305,21,0,0,0,0,1,1,1,1,1,1,26
68713,23301,21,0,0,0,0,1,1,1,1,1,1,45
68713,83799,22,0,0,0,0,1,1,1,1,1,1,45
68715,17885,22,0,0,0,0,1,1,1,2,2,2,32
68716,54021,22,0,0,0,0,2,2,2,1,1,1,39
68718,50920,22,0,0,0,0,1,1,1,1,1,1,40
68719,19248,21,0,0,0,0,1,1,1,1,1,1,35
68719,55178,22,1,0,0,0,2,2,2,1,1,1,27
6872,62254,21,0,0,0,0,2,2,2,1,1,1,31
6872,14286,22,0,0,0,0,1,1,1,1,1,1,38
68720,96818,21,1,0,0,0,1,1,1,1,1,1,33
68722,96817,21,0,0,0,0,2,2,2,1,1,1,22
68722,57740,22,0,0,0,0,1,1,1,2,2,2,26
68723,91393,21,0,0,0,0,1,1,1,1,1,1,27
68723,19904,22,0,0,0,0,1,1,1,1,1,1,27
68726,88224,21,0,0,0,0,2,2,2,1,1,1,35
68727,51828,22,0,0,0,0,1,1,1,2,2,2,30
68728,82219,21,0,0,0,0,1,1,1,1,1,1,22
68729,63673,21,1,0,0,0,1,1,1,1,1,1,42
6873,20203,21,0,0,0,0,2,2,2,1,1,1,22
68732,32551,22,1,0,0,0,2,2,2,2,2,2,43
68733,93895,21,0,0,0,0,1,1,1,1,1,1,25
68733,17264,22,0,0,0,0,2,2,2,1,1,1,39
68734,28516,22,1,0,0,0,1,1,1,1,1,1,37
68735,48161,21,1,1,0,0,1,1,1,1,1,1,37
68736,88803,21,0,0,0,0,2,2,2,2,2,2,41
68737,23332,22,1,1,0,0,1,1,1,1,1,1,47
68739,96262,21,1,0,2,2,1,1,1,1,1,1,27
68739,26370,22,2,0,0,0,2,2,2,1,1,1,28
68740,45287,21,0,0,0,0,2,2,2,1,1,1,30
68742,42464,21,0,0,0,0,1,1,1,1,1,1,30
68743,69658,21,1,0,0,0,2,2,2,2,2,2,30
68743,100489,22,0,0,1,1,2,2,2,1,1,1,31
68744,32506,21,0,0,0,0,1,1,1,1,1,1,27
68746,30558,21,1,1,0,0,1,1,1,1,1,1,25
68746,24401,22,0,0,0,0,1,1,1,1,1,1,24
68747,26837,22,0,0,0,0,1,1,1,2,2,2,33
68748,8332,21,0,0,0,0,1,1,1,1,1,1,32
68748,4181,22,1,1,0,0,1,1,2,1,1,1,46
6875,19079,21,0,0,0,0,2,2,2,1,1,1,34
6875,40889,22,0,0,0,0,2,2,2,1,1,1,37
68752,94142,21,0,0,0,0,1,1,1,2,2,2,46
68754,46025,21,0,0,1,0,2,2,2,1,1,1,32
68754,46400,22,0,0,0,0,1,1,1,2,2,2,26
68755,88806,21,0,0,0,0,1,1,1,1,1,1,37
68755,63318,22,0,0,0,0,1,1,1,2,2,2,41
68757,13604,21,1,0,1,0,1,1,1,1,1,1,22
68758,23590,21,0,0,0,0,1,1,1,1,1,1,26
68758,72843,22,0,0,0,0,2,2,2,1,1,2,29
68759,44384,21,0,0,0,0,2,2,2,1,1,1,26
6876,67288,21,0,0,0,0,1,1,1,1,1,1,25
6876,47053,22,0,0,0,0,1,1,1,1,1,1,42
68760,7757,21,0,0,0,0,1,1,1,1,1,1,25
68760,5762,22,0,0,1,0,2,2,2,1,1,1,29
68761,39686,21,0,0,0,0,2,2,2,2,2,2,24
68761,65291,22,1,1,0,0,3,3,3,2,2,2,43
68763,61294,21,0,0,0,0,1,1,1,1,1,1,29
68763,44218,22,0,0,0,0,1,1,1,1,1,1,31
68768,34764,22,0,0,0,0,1,1,1,1,1,1,43
68769,51964,21,0,0,0,0,1,1,1,1,1,1,35
68769,30222,22,0,0,0,0,1,1,1,1,1,1,37
6877,84683,22,0,0,0,0,1,1,1,1,1,1,30
68770,38823,21,0,0,0,0,1,1,1,1,1,1,32
68770,89212,22,0,0,0,0,1,1,1,2,2,2,32
68772,98318,21,0,0,0,0,1,1,1,1,1,1,31
68773,4809,21,0,0,0,0,1,1,1,1,1,1,21
68773,85981,22,0,0,0,0,2,2,2,1,1,1,23
68775,64892,22,0,0,1,0,1,1,1,1,1,1,27
68779,85353,22,0,0,0,0,1,1,1,1,1,1,56
6878,75214,21,0,0,0,0,1,1,1,1,1,1,29
6878,82973,22,0,0,0,0,1,1,1,3,3,3,24
68780,35977,21,0,0,0,0,1,1,1,2,2,2,36
68780,26753,22,0,0,0,0,2,2,2,1,1,1,45
68781,4099,21,0,0,0,0,2,2,2,1,1,1,32
68784,32922,21,0,0,0,0,1,1,1,1,1,1,41
68784,63359,22,0,0,0,0,1,1,1,1,1,1,37
68785,85767,21,0,0,0,0,1,1,1,1,1,1,38
68786,61215,22,0,0,1,0,1,1,1,1,1,1,37
68787,72497,21,0,0,0,0,1,1,1,1,1,1,35
68787,80792,22,0,0,0,0,3,3,3,2,2,2,31
68788,37997,21,0,0,0,0,1,1,1,1,1,1,38
