"type";"man_id";"woman_id";"child_id";"exception"
4;130723;130724;130722.0;"'NoneType' object is not subscriptable"
4;130795;130796;130794.0;"'NoneType' object is not subscriptable"
4;130840;130841;130839.0;"'NoneType' object is not subscriptable"
4;130951;130952;130950.0;"'NoneType' object is not subscriptable"
4;130987;130988;130986.0;"'NoneType' object is not subscriptable"
4;131056;131057;131055.0;"'NoneType' object is not subscriptable"
4;131071;131072;131070.0;"'NoneType' object is not subscriptable"
4;131203;131204;131202.0;"'NoneType' object is not subscriptable"
4;131224;131225;131223.0;"'NoneType' object is not subscriptable"
4;131239;131240;131238.0;"'NoneType' object is not subscriptable"
4;131257;131258;131256.0;"'NoneType' object is not subscriptable"
4;131296;131297;131295.0;"'NoneType' object is not subscriptable"
4;131317;131318;131316.0;"'NoneType' object is not subscriptable"
4;131401;131402;131400.0;"'NoneType' object is not subscriptable"
4;131449;131450;131448.0;"'NoneType' object is not subscriptable"
4;131518;131519;131517.0;"'NoneType' object is not subscriptable"
4;131560;131561;131559.0;"'NoneType' object is not subscriptable"
4;131581;131582;131580.0;"'NoneType' object is not subscriptable"
4;131605;131606;131604.0;"'NoneType' object is not subscriptable"
4;131674;131675;131673.0;"'NoneType' object is not subscriptable"
4;131695;131696;131694.0;"'NoneType' object is not subscriptable"
4;131881;131882;131880.0;"'NoneType' object is not subscriptable"
4;132028;132029;132027.0;"'NoneType' object is not subscriptable"
4;132034;132035;132033.0;"'NoneType' object is not subscriptable"
4;132121;132122;132120.0;"'NoneType' object is not subscriptable"
4;132142;132143;132141.0;"'NoneType' object is not subscriptable"
4;132166;132167;132165.0;"'NoneType' object is not subscriptable"
4;132196;132197;132195.0;"'NoneType' object is not subscriptable"
4;132199;132200;132198.0;"'NoneType' object is not subscriptable"
4;132205;132206;132204.0;"'NoneType' object is not subscriptable"
4;132325;132326;132324.0;"'NoneType' object is not subscriptable"
4;132361;132362;132360.0;"'NoneType' object is not subscriptable"
4;132400;132401;132399.0;"'NoneType' object is not subscriptable"
4;132490;132491;132489.0;"'NoneType' object is not subscriptable"
4;132511;132512;132510.0;"'NoneType' object is not subscriptable"
4;132610;132611;132609.0;"'NoneType' object is not subscriptable"
4;132652;132653;132651.0;"'NoneType' object is not subscriptable"
4;132796;132797;132795.0;"'NoneType' object is not subscriptable"
4;132850;132851;132849.0;"'NoneType' object is not subscriptable"
4;132946;132947;132945.0;"'NoneType' object is not subscriptable"
4;132973;132974;132972.0;"'NoneType' object is not subscriptable"
4;132991;132992;132990.0;"'NoneType' object is not subscriptable"
4;133015;133016;133014.0;"'NoneType' object is not subscriptable"
4;133138;133139;133137.0;"'NoneType' object is not subscriptable"
4;133237;133238;133236.0;"'NoneType' object is not subscriptable"
4;133243;133244;133242.0;"'NoneType' object is not subscriptable"
4;133276;133277;133275.0;"'NoneType' object is not subscriptable"
4;133420;133421;133419.0;"'NoneType' object is not subscriptable"
4;133459;133460;133458.0;"'NoneType' object is not subscriptable"
4;133537;133538;133536.0;"'NoneType' object is not subscriptable"
4;133546;133547;133545.0;"'NoneType' object is not subscriptable"
4;133570;133571;133569.0;"'NoneType' object is not subscriptable"
4;133582;133583;133581.0;"'NoneType' object is not subscriptable"
4;133597;133598;133596.0;"'NoneType' object is not subscriptable"
4;133603;133604;133602.0;"'NoneType' object is not subscriptable"
4;133627;133628;133626.0;"'NoneType' object is not subscriptable"
4;133765;133766;133764.0;"'NoneType' object is not subscriptable"
4;133801;133802;133800.0;"'NoneType' object is not subscriptable"
4;134005;134006;134004.0;"'NoneType' object is not subscriptable"
4;134101;134102;134100.0;"'NoneType' object is not subscriptable"
4;134143;134144;134142.0;"'NoneType' object is not subscriptable"
4;134170;134171;134169.0;"'NoneType' object is not subscriptable"
4;134218;134219;134217.0;"'NoneType' object is not subscriptable"
4;134287;134288;134286.0;"'NoneType' object is not subscriptable"
4;134314;134315;134313.0;"'NoneType' object is not subscriptable"
4;134341;134342;134340.0;"'NoneType' object is not subscriptable"
4;134428;134429;134427.0;"'NoneType' object is not subscriptable"
4;134455;134456;134454.0;"'NoneType' object is not subscriptable"
4;134488;134489;134487.0;"'NoneType' object is not subscriptable"
4;134515;134516;134514.0;"'NoneType' object is not subscriptable"
4;134551;134552;134550.0;"'NoneType' object is not subscriptable"
4;134617;134618;134616.0;"'NoneType' object is not subscriptable"
4;134683;134684;134682.0;"'NoneType' object is not subscriptable"
4;134698;134699;134697.0;"'NoneType' object is not subscriptable"
4;134710;134711;134709.0;"'NoneType' object is not subscriptable"
4;134758;134759;134757.0;"'NoneType' object is not subscriptable"
4;134773;134774;134772.0;"'NoneType' object is not subscriptable"
4;134812;134813;134811.0;"'NoneType' object is not subscriptable"
4;134887;134888;134886.0;"'NoneType' object is not subscriptable"
4;134962;134963;134961.0;"'NoneType' object is not subscriptable"
4;135019;135020;135018.0;"'NoneType' object is not subscriptable"
4;135037;135038;135036.0;"'NoneType' object is not subscriptable"
4;135100;135101;135099.0;"'NoneType' object is not subscriptable"
4;135193;135194;135192.0;"'NoneType' object is not subscriptable"
4;135211;135212;135210.0;"'NoneType' object is not subscriptable"
4;135235;135236;135234.0;"'NoneType' object is not subscriptable"
4;135310;135311;135309.0;"'NoneType' object is not subscriptable"
4;135373;135374;135372.0;"'NoneType' object is not subscriptable"
4;135385;135386;135384.0;"'NoneType' object is not subscriptable"
4;135415;135416;135414.0;"'NoneType' object is not subscriptable"
4;135418;135419;135417.0;"'NoneType' object is not subscriptable"
4;135421;135422;135420.0;"'NoneType' object is not subscriptable"
4;135424;135425;135423.0;"'NoneType' object is not subscriptable"
4;135463;135464;135462.0;"'NoneType' object is not subscriptable"
4;135796;135797;135795.0;"'NoneType' object is not subscriptable"
4;135961;135962;135960.0;"'NoneType' object is not subscriptable"
4;136120;136121;136119.0;"'NoneType' object is not subscriptable"
4;136159;136160;136158.0;"'NoneType' object is not subscriptable"
4;136183;136184;136182.0;"'NoneType' object is not subscriptable"
4;136315;136316;136314.0;"'NoneType' object is not subscriptable"
4;136321;136322;136320.0;"'NoneType' object is not subscriptable"
4;136351;136352;136350.0;"'NoneType' object is not subscriptable"
4;136354;136355;136353.0;"'NoneType' object is not subscriptable"
4;136393;136394;136392.0;"'NoneType' object is not subscriptable"
4;136456;136457;136455.0;"'NoneType' object is not subscriptable"
4;136600;136601;136599.0;"'NoneType' object is not subscriptable"
4;136612;136613;136611.0;"'NoneType' object is not subscriptable"
4;136648;136649;136647.0;"'NoneType' object is not subscriptable"
4;136774;136775;136773.0;"'NoneType' object is not subscriptable"
4;136858;136859;136857.0;"'NoneType' object is not subscriptable"
4;136897;136898;136896.0;"'NoneType' object is not subscriptable"
4;136903;136904;136902.0;"'NoneType' object is not subscriptable"
4;136915;136916;136914.0;"'NoneType' object is not subscriptable"
4;136924;136925;136923.0;"'NoneType' object is not subscriptable"
4;136975;136976;136974.0;"'NoneType' object is not subscriptable"
4;136999;137000;136998.0;"'NoneType' object is not subscriptable"
4;137035;137036;137034.0;"'NoneType' object is not subscriptable"
4;137038;137039;137037.0;"'NoneType' object is not subscriptable"
4;137122;137123;137121.0;"'NoneType' object is not subscriptable"
4;137140;137141;137139.0;"'NoneType' object is not subscriptable"
4;137155;137156;137154.0;"'NoneType' object is not subscriptable"
4;137167;137168;137166.0;"'NoneType' object is not subscriptable"
4;137170;137171;137169.0;"'NoneType' object is not subscriptable"
4;137257;137258;137256.0;"'NoneType' object is not subscriptable"
4;137263;137264;137262.0;"'NoneType' object is not subscriptable"
4;137353;137354;137352.0;"'NoneType' object is not subscriptable"
4;137389;137390;137388.0;"'NoneType' object is not subscriptable"
4;137464;137465;137463.0;"'NoneType' object is not subscriptable"
4;137470;137471;137469.0;"'NoneType' object is not subscriptable"
4;137491;137492;137490.0;"'NoneType' object is not subscriptable"
4;137563;137564;137562.0;"'NoneType' object is not subscriptable"
4;137602;137603;137601.0;"'NoneType' object is not subscriptable"
4;137623;137624;137622.0;"'NoneType' object is not subscriptable"
4;137707;137708;137706.0;"'NoneType' object is not subscriptable"
4;137725;137726;137724.0;"'NoneType' object is not subscriptable"
4;137734;137735;137733.0;"'NoneType' object is not subscriptable"
4;137818;137819;137817.0;"'NoneType' object is not subscriptable"
4;137821;137822;137820.0;"'NoneType' object is not subscriptable"
4;137857;137858;137856.0;"'NoneType' object is not subscriptable"
4;137935;137936;137934.0;"'NoneType' object is not subscriptable"
4;138025;138026;138024.0;"'NoneType' object is not subscriptable"
4;138037;138038;138036.0;"'NoneType' object is not subscriptable"
4;138070;138071;138069.0;"'NoneType' object is not subscriptable"
4;138076;138077;138075.0;"'NoneType' object is not subscriptable"
4;138217;138218;138216.0;"'NoneType' object is not subscriptable"
4;138220;138221;138219.0;"'NoneType' object is not subscriptable"
4;138223;138224;138222.0;"'NoneType' object is not subscriptable"
4;138235;138236;138234.0;"'NoneType' object is not subscriptable"
4;138274;138275;138273.0;"'NoneType' object is not subscriptable"
4;138280;138281;138279.0;"'NoneType' object is not subscriptable"
4;138358;138359;138357.0;"'NoneType' object is not subscriptable"
4;138460;138461;138459.0;"'NoneType' object is not subscriptable"
4;138622;138623;138621.0;"'NoneType' object is not subscriptable"
4;138754;138755;138753.0;"'NoneType' object is not subscriptable"
4;138769;138770;138768.0;"'NoneType' object is not subscriptable"
4;138895;138896;138894.0;"'NoneType' object is not subscriptable"
4;138946;138947;138945.0;"'NoneType' object is not subscriptable"
4;139036;139037;139035.0;"'NoneType' object is not subscriptable"
4;139117;139118;139116.0;"'NoneType' object is not subscriptable"
4;139132;139133;139131.0;"'NoneType' object is not subscriptable"
4;139195;139196;139194.0;"'NoneType' object is not subscriptable"
4;139240;139241;139239.0;"'NoneType' object is not subscriptable"
4;139279;139280;139278.0;"'NoneType' object is not subscriptable"
4;139378;139379;139377.0;"'NoneType' object is not subscriptable"
4;139501;139502;139500.0;"'NoneType' object is not subscriptable"
4;139528;139529;139527.0;"'NoneType' object is not subscriptable"
4;139561;139562;139560.0;"'NoneType' object is not subscriptable"
4;139582;139583;139581.0;"'NoneType' object is not subscriptable"
4;139750;139751;139749.0;"'NoneType' object is not subscriptable"
4;139759;139760;139758.0;"'NoneType' object is not subscriptable"
4;139765;139766;139764.0;"'NoneType' object is not subscriptable"
4;139819;139820;139818.0;"'NoneType' object is not subscriptable"
4;139828;139829;139827.0;"'NoneType' object is not subscriptable"
4;139858;139859;139857.0;"'NoneType' object is not subscriptable"
4;139864;139865;139863.0;"'NoneType' object is not subscriptable"
4;139879;139880;139878.0;"'NoneType' object is not subscriptable"
4;140062;140063;140061.0;"'NoneType' object is not subscriptable"
4;140107;140108;140106.0;"'NoneType' object is not subscriptable"
4;140149;140150;140148.0;"'NoneType' object is not subscriptable"
4;140176;140177;140175.0;"'NoneType' object is not subscriptable"
4;140185;140186;140184.0;"'NoneType' object is not subscriptable"
4;140194;140195;140193.0;"'NoneType' object is not subscriptable"
4;140239;140240;140238.0;"'NoneType' object is not subscriptable"
4;140305;140306;140304.0;"'NoneType' object is not subscriptable"
4;140335;140336;140334.0;"'NoneType' object is not subscriptable"
4;140377;140378;140376.0;"'NoneType' object is not subscriptable"
4;140392;140393;140391.0;"'NoneType' object is not subscriptable"
4;140398;140399;140397.0;"'NoneType' object is not subscriptable"
4;140434;140435;140433.0;"'NoneType' object is not subscriptable"
4;140884;140885;140883.0;"'NoneType' object is not subscriptable"
4;140908;140909;140907.0;"'NoneType' object is not subscriptable"
4;140929;140930;140928.0;"'NoneType' object is not subscriptable"
4;140968;140969;140967.0;"'NoneType' object is not subscriptable"
4;141088;141089;141087.0;"'NoneType' object is not subscriptable"
4;141094;141095;141093.0;"'NoneType' object is not subscriptable"
4;141160;141161;141159.0;"'NoneType' object is not subscriptable"
4;141163;141164;141162.0;"'NoneType' object is not subscriptable"
4;141262;141263;141261.0;"'NoneType' object is not subscriptable"
4;141424;141425;141423.0;"'NoneType' object is not subscriptable"
4;141466;141467;141465.0;"'NoneType' object is not subscriptable"
4;141487;141488;141486.0;"'NoneType' object is not subscriptable"
4;141538;141539;141537.0;"'NoneType' object is not subscriptable"
4;141541;141542;141540.0;"'NoneType' object is not subscriptable"
4;141670;141671;141669.0;"'NoneType' object is not subscriptable"
4;141688;141689;141687.0;"'NoneType' object is not subscriptable"
4;141715;141716;141714.0;"'NoneType' object is not subscriptable"
4;141769;141770;141768.0;"'NoneType' object is not subscriptable"
4;141868;141869;141867.0;"'NoneType' object is not subscriptable"
4;141994;141995;141993.0;"'NoneType' object is not subscriptable"
4;142162;142163;142161.0;"'NoneType' object is not subscriptable"
4;142198;142199;142197.0;"'NoneType' object is not subscriptable"
4;142207;142208;142206.0;"'NoneType' object is not subscriptable"
4;142216;142217;142215.0;"'NoneType' object is not subscriptable"
4;142231;142232;142230.0;"'NoneType' object is not subscriptable"
4;142243;142244;142242.0;"'NoneType' object is not subscriptable"
4;142378;142379;142377.0;"'NoneType' object is not subscriptable"
4;142399;142400;142398.0;"'NoneType' object is not subscriptable"
4;142408;142409;142407.0;"'NoneType' object is not subscriptable"
4;142510;142511;142509.0;"'NoneType' object is not subscriptable"
4;142528;142529;142527.0;"'NoneType' object is not subscriptable"
4;142660;142661;142659.0;"'NoneType' object is not subscriptable"
4;142666;142667;142665.0;"'NoneType' object is not subscriptable"
4;142687;142688;142686.0;"'NoneType' object is not subscriptable"
4;142690;142691;142689.0;"'NoneType' object is not subscriptable"
4;142765;142766;142764.0;"'NoneType' object is not subscriptable"
4;142837;142838;142836.0;"'NoneType' object is not subscriptable"
4;142855;142856;142854.0;"'NoneType' object is not subscriptable"
4;142888;142889;142887.0;"'NoneType' object is not subscriptable"
4;143017;143018;143016.0;"'NoneType' object is not subscriptable"
4;143104;143105;143103.0;"'NoneType' object is not subscriptable"
4;143341;143342;143340.0;"'NoneType' object is not subscriptable"
4;143440;143441;143439.0;"'NoneType' object is not subscriptable"
4;143512;143513;143511.0;"'NoneType' object is not subscriptable"
4;143572;143573;143571.0;"'NoneType' object is not subscriptable"
4;143599;143600;143598.0;"'NoneType' object is not subscriptable"
4;143635;143636;143634.0;"'NoneType' object is not subscriptable"
4;143674;143675;143673.0;"'NoneType' object is not subscriptable"
4;143782;143783;143781.0;"'NoneType' object is not subscriptable"
4;143830;143831;143829.0;"'NoneType' object is not subscriptable"
4;143842;143843;143841.0;"'NoneType' object is not subscriptable"
4;143896;143897;143895.0;"'NoneType' object is not subscriptable"
4;143902;143903;143901.0;"'NoneType' object is not subscriptable"
4;143914;143915;143913.0;"'NoneType' object is not subscriptable"
4;143974;143975;143973.0;"'NoneType' object is not subscriptable"
4;143992;143993;143991.0;"'NoneType' object is not subscriptable"
4;144004;144005;144003.0;"'NoneType' object is not subscriptable"
4;144109;144110;144108.0;"'NoneType' object is not subscriptable"
4;144289;144290;144288.0;"'NoneType' object is not subscriptable"
4;144310;144311;144309.0;"'NoneType' object is not subscriptable"
4;144379;144380;144378.0;"'NoneType' object is not subscriptable"
4;144421;144422;144420.0;"'NoneType' object is not subscriptable"
4;144445;144446;144444.0;"'NoneType' object is not subscriptable"
4;144631;144632;144630.0;"'NoneType' object is not subscriptable"
4;144688;144689;144687.0;"'NoneType' object is not subscriptable"
4;144796;144797;144795.0;"'NoneType' object is not subscriptable"
4;144880;144881;144879.0;"'NoneType' object is not subscriptable"
4;144916;144917;144915.0;"'NoneType' object is not subscriptable"
4;144934;144935;144933.0;"'NoneType' object is not subscriptable"
4;144976;144977;144975.0;"'NoneType' object is not subscriptable"
4;145066;145067;145065.0;"'NoneType' object is not subscriptable"
4;145126;145127;145125.0;"'NoneType' object is not subscriptable"
4;145135;145136;145134.0;"'NoneType' object is not subscriptable"
4;145165;145166;145164.0;"'NoneType' object is not subscriptable"
4;145210;145211;145209.0;"'NoneType' object is not subscriptable"
4;145225;145226;145224.0;"'NoneType' object is not subscriptable"
4;145237;145238;145236.0;"'NoneType' object is not subscriptable"
4;145465;145466;145464.0;"'NoneType' object is not subscriptable"
4;145477;145478;145476.0;"'NoneType' object is not subscriptable"
4;145525;145526;145524.0;"'NoneType' object is not subscriptable"
4;145537;145538;145536.0;"'NoneType' object is not subscriptable"
4;145606;145607;145605.0;"'NoneType' object is not subscriptable"
4;145678;145679;145677.0;"'NoneType' object is not subscriptable"
4;145720;145721;145719.0;"'NoneType' object is not subscriptable"
4;145729;145730;145728.0;"'NoneType' object is not subscriptable"
4;145732;145733;145731.0;"'NoneType' object is not subscriptable"
4;145825;145826;145824.0;"'NoneType' object is not subscriptable"
4;145903;145904;145902.0;"'NoneType' object is not subscriptable"
4;145909;145910;145908.0;"'NoneType' object is not subscriptable"
4;146203;146204;146202.0;"'NoneType' object is not subscriptable"
4;146221;146222;146220.0;"'NoneType' object is not subscriptable"
4;146224;146225;146223.0;"'NoneType' object is not subscriptable"
4;146320;146321;146319.0;"'NoneType' object is not subscriptable"
4;146341;146342;146340.0;"'NoneType' object is not subscriptable"
4;146389;146390;146388.0;"'NoneType' object is not subscriptable"
4;146410;146411;146409.0;"'NoneType' object is not subscriptable"
4;146470;146471;146469.0;"'NoneType' object is not subscriptable"
4;146482;146483;146481.0;"'NoneType' object is not subscriptable"
4;146518;146519;146517.0;"'NoneType' object is not subscriptable"
4;146530;146531;146529.0;"'NoneType' object is not subscriptable"
4;146533;146534;146532.0;"'NoneType' object is not subscriptable"
4;146656;146657;146655.0;"'NoneType' object is not subscriptable"
4;146668;146669;146667.0;"'NoneType' object is not subscriptable"
4;146770;146771;146769.0;"'NoneType' object is not subscriptable"
4;146782;146783;146781.0;"'NoneType' object is not subscriptable"
4;146794;146795;146793.0;"'NoneType' object is not subscriptable"
4;146980;146981;146979.0;"'NoneType' object is not subscriptable"
4;147061;147062;147060.0;"'NoneType' object is not subscriptable"
4;147079;147080;147078.0;"'NoneType' object is not subscriptable"
4;147148;147149;147147.0;"'NoneType' object is not subscriptable"
4;147322;147323;147321.0;"'NoneType' object is not subscriptable"
4;147433;147434;147432.0;"'NoneType' object is not subscriptable"
4;147556;147557;147555.0;"'NoneType' object is not subscriptable"
4;147613;147614;147612.0;"'NoneType' object is not subscriptable"
4;147622;147623;147621.0;"'NoneType' object is not subscriptable"
4;147634;147635;147633.0;"'NoneType' object is not subscriptable"
4;147637;147638;147636.0;"'NoneType' object is not subscriptable"
4;147640;147641;147639.0;"'NoneType' object is not subscriptable"
4;147649;147650;147648.0;"'NoneType' object is not subscriptable"
4;147748;147749;147747.0;"'NoneType' object is not subscriptable"
4;147754;147755;147753.0;"'NoneType' object is not subscriptable"
4;147778;147779;147777.0;"'NoneType' object is not subscriptable"
4;147838;147839;147837.0;"'NoneType' object is not subscriptable"
4;147883;147884;147882.0;"'NoneType' object is not subscriptable"
4;147919;147920;147918.0;"'NoneType' object is not subscriptable"
4;148060;148061;148059.0;"'NoneType' object is not subscriptable"
4;148075;148076;148074.0;"'NoneType' object is not subscriptable"
4;148078;148079;148077.0;"'NoneType' object is not subscriptable"
4;148093;148094;148092.0;"'NoneType' object is not subscriptable"
4;148177;148178;148176.0;"'NoneType' object is not subscriptable"
4;148228;148229;148227.0;"'NoneType' object is not subscriptable"
4;148234;148235;148233.0;"'NoneType' object is not subscriptable"
4;148243;148244;148242.0;"'NoneType' object is not subscriptable"
4;148249;148250;148248.0;"'NoneType' object is not subscriptable"
4;148294;148295;148293.0;"'NoneType' object is not subscriptable"
4;148303;148304;148302.0;"'NoneType' object is not subscriptable"
4;148318;148319;148317.0;"'NoneType' object is not subscriptable"
4;148369;148370;148368.0;"'NoneType' object is not subscriptable"
4;148381;148382;148380.0;"'NoneType' object is not subscriptable"
4;148417;148418;148416.0;"'NoneType' object is not subscriptable"
4;148549;148550;148548.0;"'NoneType' object is not subscriptable"
4;148621;148622;148620.0;"'NoneType' object is not subscriptable"
4;148633;148634;148632.0;"'NoneType' object is not subscriptable"
4;148654;148655;148653.0;"'NoneType' object is not subscriptable"
4;148675;148676;148674.0;"'NoneType' object is not subscriptable"
4;148699;148700;148698.0;"'NoneType' object is not subscriptable"
4;148735;148736;148734.0;"'NoneType' object is not subscriptable"
4;148786;148787;148785.0;"'NoneType' object is not subscriptable"
4;148858;148859;148857.0;"'NoneType' object is not subscriptable"
4;148861;148862;148860.0;"'NoneType' object is not subscriptable"
4;148903;148904;148902.0;"'NoneType' object is not subscriptable"
4;148927;148928;148926.0;"'NoneType' object is not subscriptable"
4;148945;148946;148944.0;"'NoneType' object is not subscriptable"
4;149002;149003;149001.0;"'NoneType' object is not subscriptable"
4;149056;149057;149055.0;"'NoneType' object is not subscriptable"
4;149140;149141;149139.0;"'NoneType' object is not subscriptable"
4;149308;149309;149307.0;"'NoneType' object is not subscriptable"
4;149311;149312;149310.0;"'NoneType' object is not subscriptable"
4;149362;149363;149361.0;"'NoneType' object is not subscriptable"
4;149371;149372;149370.0;"'NoneType' object is not subscriptable"
4;149386;149387;149385.0;"'NoneType' object is not subscriptable"
4;149407;149408;149406.0;"'NoneType' object is not subscriptable"
4;149536;149537;149535.0;"'NoneType' object is not subscriptable"
4;149575;149576;149574.0;"'NoneType' object is not subscriptable"
4;149656;149657;149655.0;"'NoneType' object is not subscriptable"
4;149791;149792;149790.0;"'NoneType' object is not subscriptable"
4;149809;149810;149808.0;"'NoneType' object is not subscriptable"
4;149971;149972;149970.0;"'NoneType' object is not subscriptable"
4;150004;150005;150003.0;"'NoneType' object is not subscriptable"
4;150067;150068;150066.0;"'NoneType' object is not subscriptable"
4;150178;150179;150177.0;"'NoneType' object is not subscriptable"
4;150271;150272;150270.0;"'NoneType' object is not subscriptable"
4;150400;150401;150399.0;"'NoneType' object is not subscriptable"
4;150508;150509;150507.0;"'NoneType' object is not subscriptable"
4;150532;150533;150531.0;"'NoneType' object is not subscriptable"
4;150538;150539;150537.0;"'NoneType' object is not subscriptable"
4;150619;150620;150618.0;"'NoneType' object is not subscriptable"
4;150628;150629;150627.0;"'NoneType' object is not subscriptable"
4;150676;150677;150675.0;"'NoneType' object is not subscriptable"
4;150694;150695;150693.0;"'NoneType' object is not subscriptable"
4;150745;150746;150744.0;"'NoneType' object is not subscriptable"
4;150778;150779;150777.0;"'NoneType' object is not subscriptable"
4;150817;150818;150816.0;"'NoneType' object is not subscriptable"
4;150820;150821;150819.0;"'NoneType' object is not subscriptable"
4;150841;150842;150840.0;"'NoneType' object is not subscriptable"
4;150871;150872;150870.0;"'NoneType' object is not subscriptable"
4;150931;150932;150930.0;"'NoneType' object is not subscriptable"
4;151252;151253;151251.0;"'NoneType' object is not subscriptable"
4;151342;151343;151341.0;"'NoneType' object is not subscriptable"
4;151372;151373;151371.0;"'NoneType' object is not subscriptable"
4;151387;151388;151386.0;"'NoneType' object is not subscriptable"
4;151402;151403;151401.0;"'NoneType' object is not subscriptable"
4;151423;151424;151422.0;"'NoneType' object is not subscriptable"
4;151528;151529;151527.0;"'NoneType' object is not subscriptable"
4;151561;151562;151560.0;"'NoneType' object is not subscriptable"
4;151642;151643;151641.0;"'NoneType' object is not subscriptable"
4;151654;151655;151653.0;"'NoneType' object is not subscriptable"
4;151687;151688;151686.0;"'NoneType' object is not subscriptable"
4;151759;151760;151758.0;"'NoneType' object is not subscriptable"
4;151765;151766;151764.0;"'NoneType' object is not subscriptable"
4;151840;151841;151839.0;"'NoneType' object is not subscriptable"
4;151846;151847;151845.0;"'NoneType' object is not subscriptable"
4;151858;151859;151857.0;"'NoneType' object is not subscriptable"
4;151864;151865;151863.0;"'NoneType' object is not subscriptable"
4;151876;151877;151875.0;"'NoneType' object is not subscriptable"
4;151927;151928;151926.0;"'NoneType' object is not subscriptable"
4;151960;151961;151959.0;"'NoneType' object is not subscriptable"
4;151990;151991;151989.0;"'NoneType' object is not subscriptable"
4;152026;152027;152025.0;"'NoneType' object is not subscriptable"
4;152053;152054;152052.0;"'NoneType' object is not subscriptable"
4;152185;152186;152184.0;"'NoneType' object is not subscriptable"
4;152194;152195;152193.0;"'NoneType' object is not subscriptable"
4;152209;152210;152208.0;"'NoneType' object is not subscriptable"
4;152212;152213;152211.0;"'NoneType' object is not subscriptable"
4;152251;152252;152250.0;"'NoneType' object is not subscriptable"
4;152281;152282;152280.0;"'NoneType' object is not subscriptable"
4;152491;152492;152490.0;"'NoneType' object is not subscriptable"
4;152512;152513;152511.0;"'NoneType' object is not subscriptable"
4;152530;152531;152529.0;"'NoneType' object is not subscriptable"
4;152653;152654;152652.0;"'NoneType' object is not subscriptable"
4;152659;152660;152658.0;"'NoneType' object is not subscriptable"
4;152674;152675;152673.0;"'NoneType' object is not subscriptable"
4;152692;152693;152691.0;"'NoneType' object is not subscriptable"
4;152731;152732;152730.0;"'NoneType' object is not subscriptable"
4;152752;152753;152751.0;"'NoneType' object is not subscriptable"
4;152788;152789;152787.0;"'NoneType' object is not subscriptable"
4;152791;152792;152790.0;"'NoneType' object is not subscriptable"
4;152821;152822;152820.0;"'NoneType' object is not subscriptable"
4;152923;152924;152922.0;"'NoneType' object is not subscriptable"
4;152956;152957;152955.0;"'NoneType' object is not subscriptable"
4;153034;153035;153033.0;"'NoneType' object is not subscriptable"
4;153043;153044;153042.0;"'NoneType' object is not subscriptable"
4;153097;153098;153096.0;"'NoneType' object is not subscriptable"
4;153244;153245;153243.0;"'NoneType' object is not subscriptable"
4;153262;153263;153261.0;"'NoneType' object is not subscriptable"
4;153331;153332;153330.0;"'NoneType' object is not subscriptable"
4;153340;153341;153339.0;"'NoneType' object is not subscriptable"
4;153400;153401;153399.0;"'NoneType' object is not subscriptable"
4;153421;153422;153420.0;"'NoneType' object is not subscriptable"
4;153448;153449;153447.0;"'NoneType' object is not subscriptable"
4;153505;153506;153504.0;"'NoneType' object is not subscriptable"
4;153589;153590;153588.0;"'NoneType' object is not subscriptable"
4;153607;153608;153606.0;"'NoneType' object is not subscriptable"
4;153670;153671;153669.0;"'NoneType' object is not subscriptable"
4;153676;153677;153675.0;"'NoneType' object is not subscriptable"
4;153817;153818;153816.0;"'NoneType' object is not subscriptable"
4;153862;153863;153861.0;"'NoneType' object is not subscriptable"
4;153982;153983;153981.0;"'NoneType' object is not subscriptable"
4;154114;154115;154113.0;"'NoneType' object is not subscriptable"
4;154120;154121;154119.0;"'NoneType' object is not subscriptable"
4;154153;154154;154152.0;"'NoneType' object is not subscriptable"
4;154228;154229;154227.0;"'NoneType' object is not subscriptable"
4;154282;154283;154281.0;"'NoneType' object is not subscriptable"
4;154306;154307;154305.0;"'NoneType' object is not subscriptable"
4;154435;154436;154434.0;"'NoneType' object is not subscriptable"
4;154615;154616;154614.0;"'NoneType' object is not subscriptable"
4;154639;154640;154638.0;"'NoneType' object is not subscriptable"
4;154663;154664;154662.0;"'NoneType' object is not subscriptable"
4;154708;154709;154707.0;"'NoneType' object is not subscriptable"
4;154738;154739;154737.0;"'NoneType' object is not subscriptable"
4;154825;154826;154824.0;"'NoneType' object is not subscriptable"
4;154873;154874;154872.0;"'NoneType' object is not subscriptable"
4;154924;154925;154923.0;"'NoneType' object is not subscriptable"
4;154933;154934;154932.0;"'NoneType' object is not subscriptable"
4;155026;155027;155025.0;"'NoneType' object is not subscriptable"
4;155038;155039;155037.0;"'NoneType' object is not subscriptable"
4;155197;155198;155196.0;"'NoneType' object is not subscriptable"
4;155218;155219;155217.0;"'NoneType' object is not subscriptable"
4;155227;155228;155226.0;"'NoneType' object is not subscriptable"
4;155287;155288;155286.0;"'NoneType' object is not subscriptable"
4;155353;155354;155352.0;"'NoneType' object is not subscriptable"
4;155401;155402;155400.0;"'NoneType' object is not subscriptable"
4;155416;155417;155415.0;"'NoneType' object is not subscriptable"
4;155605;155606;155604.0;"'NoneType' object is not subscriptable"
4;155617;155618;155616.0;"'NoneType' object is not subscriptable"
4;155644;155645;155643.0;"'NoneType' object is not subscriptable"
