"parents_id";"partners_id";"groom";"father";"bride";"mother";"distance";"length partners";"length parents";"years_between"
61690;54651;327906;370141;327909;370142;3;65;64;36
98930;94981;569886;593584;569889;593585;1;34;34;39
99277;33028;198168;595663;198171;595664;0;44;44;27
99277;11212;67272;595666;67275;595667;0;38;38;26
14317;47933;287598;85903;287601;85904;0;35;35;37
6865;58406;350436;41194;350439;41195;1;22;23;40
54186;40162;240972;325120;240975;325121;0;31;31;29
54186;94068;564408;325117;564411;325118;1;26;26;27
55017;28607;171642;330106;171645;330107;1;54;53;27
87985;30780;184680;527914;184683;527915;3;48;47;33
89203;67562;405372;535222;405375;535223;2;31;31;30
89203;64026;384156;535219;384159;535220;0;32;32;25
89206;80071;480426;535240;480429;535241;3;29;29;39
90969;39164;234984;545818;234987;545819;3;44;45;32
91038;78967;473802;546229;473805;546230;1;47;47;33
98271;19429;116574;589627;116577;589628;0;29;29;36
98271;62314;373884;589630;373887;589631;3;43;46;32
99392;52016;312096;596356;312099;596357;1;23;23;33
9467;22232;133392;56803;133395;56804;1;33;33;30
9467;45767;274602;56806;274605;56807;0;33;33;29
40656;95233;571398;243940;571401;243941;0;31;31;38
43333;97886;587316;259999;587319;260000;0;30;30;32
64003;96752;580512;384022;580515;384023;1;37;37;19
68707;49100;294600;412243;294603;412244;0;34;34;32
32061;30944;185664;192367;185667;192368;0;46;46;35
32061;49688;298128;192370;298131;192371;1;38;38;32
49538;67273;403638;297232;403641;297233;0;31;31;32
49538;53392;320352;297229;320355;297230;1;28;29;31
78571;47933;287598;471427;287601;471428;0;35;35;37
2683;38522;231132;16099;231135;16100;2;28;26;38
28217;54019;324114;169303;324117;169304;0;39;39;39
28217;76953;461718;169306;461721;169307;3;47;47;27
3577;31905;191430;21463;191433;21464;0;31;31;39
9597;50539;303234;57586;303237;57587;1;43;43;35
9597;69833;418998;57583;419001;57584;2;48;49;31
13235;80719;484314;79414;484317;79415;0;40;40;38
13235;85802;514812;79411;514815;79412;0;25;25;36
20325;92867;557202;121954;557205;121955;0;38;38;25
21503;92592;555552;129022;555555;129023;0;32;32;27
32465;49733;298398;194791;298401;194792;1;38;39;38
33288;85740;514440;199729;514443;199730;0;43;43;37
33998;21354;128124;203989;128127;203990;2;32;33;32
33998;17217;103302;203992;103305;203993;2;42;43;29
47930;2162;12972;287584;12975;287585;0;43;43;40
54256;84811;508866;325540;508869;325541;0;32;32;29
56040;21341;128046;336244;128049;336245;0;42;42;24
56587;22908;137448;339526;137451;339527;1;61;60;36
60992;27968;167808;365953;167811;365954;0;25;25;36
60992;1290;7740;365956;7743;365957;0;41;41;28
83100;29217;175302;498601;175305;498602;1;37;37;27
100080;81341;488046;600481;488049;600482;0;37;37;31
100080;13084;78504;600484;78507;600485;0;30;30;25
13977;62388;374328;83866;374331;83867;0;38;38;34
13977;96160;576960;83863;576963;83864;0;48;48;29
38945;89383;536298;233671;536301;233672;0;36;36;23
54869;93227;559362;329218;559365;329219;2;52;52;39
65862;2995;17970;395176;17973;395177;0;37;37;24
60388;74253;445518;362329;445521;362330;0;31;31;38
76341;22476;134856;458047;134859;458048;0;37;37;31
91951;5536;33216;551710;33219;551711;1;48;48;36
91951;43718;262308;551707;262311;551708;3;30;30;24
98914;3170;19020;593485;19023;593486;1;41;42;36
98914;70561;423366;593488;423369;593489;1;42;42;32
16968;79215;475290;101812;475293;101813;0;31;31;31
39749;41800;250800;238495;250803;238496;1;27;27;30
39749;24589;147534;238498;147537;238499;0;26;26;28
16466;27226;163356;98797;163359;98798;0;43;43;38
16466;31416;188496;98800;188499;98801;3;38;39;33
19318;64130;384780;115912;384783;115913;1;28;29;29
19318;33318;199908;115909;199911;115910;0;31;31;24
25862;6942;41652;155173;41655;155174;0;44;44;34
35145;25300;151800;210871;151803;210872;0;30;30;32
47382;31349;188094;284293;188097;284294;2;30;31;27
67131;77764;466584;402787;466587;402788;0;32;32;38
67131;73364;440184;402790;440187;402791;0;46;46;33
80959;80395;482370;485758;482373;485759;1;43;43;38
2387;33473;200838;14326;200841;14327;2;29;29;35
8394;19838;119028;50365;119031;50366;0;34;34;37
16617;70022;420132;99706;420135;99707;0;28;28;37
16617;90403;542418;99703;542421;99704;1;39;40;35
22881;70913;425478;137290;425481;137291;0;25;25;37
25373;94084;564504;152242;564507;152243;1;31;32;30
41802;67946;407676;250816;407679;250817;0;28;28;35
42896;4487;26922;257377;26925;257378;0;31;31;40
42896;8077;48462;257380;48465;257381;2;33;32;28
52343;75644;453864;314062;453867;314063;2;40;38;34
56360;944;5664;338164;5667;338165;0;33;33;39
58000;10555;63330;348004;63333;348005;0;26;26;36
58000;88883;533298;348001;533301;348002;1;39;40;26
67769;50539;303234;406618;303237;406619;0;43;43;29
67769;1338;8028;406615;8031;406616;0;37;37;26
68405;1338;8028;410434;8031;410435;0;37;37;26
77287;85740;514440;463726;514443;463727;0;43;43;31
77287;58556;351336;463723;351339;463724;0;29;29;25
96452;79755;478530;578713;478533;578714;2;34;32;32
42054;41191;247146;252325;247149;252326;1;34;33;32
42054;29454;176724;252328;176727;252329;0;31;31;23
44496;24680;148080;266980;148083;266981;0;34;34;31
57158;41416;248496;342949;248499;342950;2;34;35;31
54086;27621;165726;324517;165729;324518;2;48;46;32
34218;45580;273480;205309;273483;205310;1;32;32;31
68010;71524;429144;408061;429147;408062;0;32;32;27
75973;92882;557292;455842;557295;455843;0;50;50;29
75973;98590;591540;455839;591543;455840;1;42;43;25
83086;69933;419598;498520;419601;498521;0;32;32;27
7523;13854;83124;45142;83127;45143;2;28;28;39
7523;67526;405156;45139;405159;45140;0;37;37;26
24581;6306;37836;147487;37839;147488;0;30;30;39
24581;41730;250380;147490;250383;147491;0;29;29;35
81180;13425;80550;487081;80553;487082;0;38;38;23
81180;16172;97032;487084;97035;487085;0;38;38;20
47716;4728;28368;286300;28371;286301;0;40;40;22
6360;67846;407076;38164;407079;38165;0;37;37;21
60216;37808;226848;361297;226851;361298;0;44;44;30
60216;46777;280662;361300;280665;361301;0;47;47;26
10879;30959;185754;65278;185757;65279;0;46;46;25
15186;57340;344040;91120;344043;91121;0;60;60;24
18466;66205;397230;110797;397233;110798;0;32;32;37
18466;93013;558078;110800;558081;110801;0;34;34;23
29793;6875;41250;178759;41253;178760;0;36;36;31
37749;25234;151404;226495;151407;226496;1;35;34;33
65258;70088;420528;391552;420531;391553;0;35;35;24
88554;92410;554460;531325;554463;531326;0;35;35;27
7218;22684;136104;43309;136107;43310;0;28;28;37
12233;62211;373266;73399;373269;73400;0;32;32;26
71518;36490;218940;429112;218943;429113;0;35;35;37
83794;5354;32124;502765;32127;502766;0;25;25;24
17341;53355;320130;104050;320133;104051;0;35;35;34
57850;53355;320130;347104;320133;347105;0;35;35;34
9274;19725;118350;55648;118353;55649;0;32;32;31
15897;2532;15192;95386;15195;95387;0;53;53;23
15897;85651;513906;95383;513909;95384;3;44;45;22
23504;93177;559062;141028;559065;141029;0;38;38;35
23504;23125;138750;141025;138753;141026;0;46;46;33
28952;36717;220302;173713;220305;173714;0;46;46;26
51949;17551;105306;311695;105309;311696;2;61;60;29
90599;70801;424806;543598;424809;543599;0;41;41;24
4365;12243;73458;26194;73461;26195;0;36;36;25
21246;70253;421518;127477;421521;127478;0;27;27;37
21685;70794;424764;130114;424767;130115;0;35;35;36
