"parents_id";"partners_id";"groom";"father";"bride";"mother";"distance";"length partners";"length parents";"years_between"
15054;5006;5006;15058;5009;15059;0;1;1;26
15054;66554;66554;15055;66557;15056;0;1;1;25
15054;66554;66554;15058;66557;15059;0;1;1;25
15054;68750;68750;15055;68753;15056;0;1;1;19
15054;68750;68750;15058;68753;15059;0;1;1;19
15054;44150;44150;15055;44153;15056;0;1;1;18
15054;44150;44150;15058;44153;15059;0;1;1;18
73821;2401;2401;73822;2404;73823;0;1;1;29
73821;5006;5006;73822;5009;73823;0;1;1;27
73821;66554;66554;73822;66557;73823;0;1;1;26
73821;68750;68750;73822;68753;73823;0;1;1;20
73821;44150;44150;73822;44153;73823;0;1;1;19
73821;74635;74635;73822;74638;73823;0;1;1;16
73821;80402;80402;73822;80405;73823;0;1;1;16
73821;92630;92630;73822;92633;73823;0;1;1;16
99111;49404;49404;99112;49407;99113;1;33;33;29
99111;70086;70086;99115;70089;99116;0;29;29;24
18180;25428;25428;18181;25431;18182;0;42;42;16
28488;18018;18018;28489;18021;28490;0;48;48;25
24517;24518;24518;24518;24521;24519;3;35;35;29
24517;24519;24519;24521;24522;24522;3;25;25;24
47799;79164;79164;47803;79167;47804;0;36;36;17
90357;2401;2401;90361;2404;90362;0;1;1;30
90357;5006;5006;90361;5009;90362;0;1;1;28
90357;66554;66554;90361;66557;90362;0;1;1;27
90357;68750;68750;90361;68753;90362;0;1;1;21
90357;44150;44150;90361;44153;90362;0;1;1;20
90357;74635;74635;90361;74638;90362;0;1;1;17
90357;80402;80402;90361;80405;90362;0;1;1;17
90357;92630;92630;90361;92633;90362;0;1;1;17
90357;47293;47293;90361;47296;90362;0;1;1;16
75660;5328;5328;75661;5331;75662;0;34;34;34
68865;30318;30318;68869;30321;68870;0;24;24;21
18885;80550;80550;18889;80553;18890;0;38;38;17
34551;2401;2401;34555;2404;34556;0;1;1;33
34551;5006;5006;34555;5009;34556;0;1;1;31
34551;66554;66554;34555;66557;34556;0;1;1;30
34551;68750;68750;34555;68753;34556;0;1;1;24
34551;44150;44150;34555;44153;34556;0;1;1;23
34551;74635;74635;34555;74638;34556;0;1;1;20
34551;80402;80402;34555;80405;34556;0;1;1;20
34551;92630;92630;34555;92633;34556;0;1;1;20
34551;47293;47293;34555;47296;34556;0;1;1;19
34551;29539;29539;34555;29542;34556;0;1;1;18
34551;22640;22640;34555;22643;34556;0;1;1;18
34551;82435;82435;34555;82438;34556;0;1;1;17
34551;70714;70714;34555;70717;34556;0;1;1;16
